은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,대출,개인정보 안내문,3,"제1호 및 제2호에도 불구하고 협약대출, 정책자금, 파생연계상품 등은 제2조 본문에 따라 처리합니다.","③ 납부할 할부금의 일부 금액이 이체되는 경우 연체기준일은 변경되지 않습니다.
제11조[퇴직연금 자동이체 처리] 이체지정일에 출금계좌의 출금가능금액이 이체금액에 부족한 경우 이체지정일로부터 10영업일 이내에 부족한 금액이 채워지는 날에 이체됩니다.
제12조[계좌이동서비스] ① 계좌간자동이체는 계좌이동서비스 대상이며, 계좌이동서비스 이용약관을 준용합니다.
② 은행은 자동이체 통합관리시스템(www.payinfo.or.kr)에 자동이체 등록정보를 제공하여 조회 및 해지, 출금계좌 변경신청이 가능하도록 합니다.
③ 거래처는 은행 지점, 인터넷뱅킹(모바일뱅킹 포함), 자동이체 통합관리시스템(www.payinfo.or.kr), 애플리케이션 에서 계좌이동서비스를 신청할 수 있습니다.
④  거래처가 은행 지점, 인터넷뱅킹(모바일뱅킹 포함), 자동이체 통합관리시스템(www.payinfo.or.kr), 애플리케이션에서 자동이체 출금계좌를 당행계좌로 변경 신청할 경
우 다른 금융기관 출금계좌에 등록되어 있는 자동이체 해지 후, 당행 출금계좌로 신규 등록 됩니다.
제13조[약관의 변경] 은행이 이 약관을 변경하고자 할 때에는 전자금융거래기본약관의 변경 조항을 따릅니다.
제14조[준용] ① 계좌간자동이체 거래에는 이 약관 외에도 전자금융거래 기본약관이 적용되며, 규정된 내용이 서로 다른 경우 이 약관의 규정이 우선합니다.
② 이 약관과 전자금융거래 기본약관에 정하지 아니한 사항은 예금거래기본약관, 입출금이자유로운예금약관, 관련예금 및 신탁약관을 준용합니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,전문,,"은 행 용본 약관은 관련 법령 및 내부통제 절차에 따라 작성되었으며 대출계약 체결 시 필수적으로 고객님에게 제공됩니다.
은행은 본인에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래기본약관(가계용)과 이 약정서의 사본을 교부하여야 합니다.
대출거래약정서(Ⅲ) (KB나라사랑대출용)
(작성일자 : 20        .         .         )
1.  본인은 주식회사 국민은행(이하 “은행”이라 한다)과 아래의 조건에 따라 대출거래를 함에 있어 은행여신거래기본약관(가계용) 및 이 약정서 사본을 확실히 수령하고,
주요 내용에 대하여 충분한 설명을 듣고 이해하였습니다.
2.  본인은 개인(신용)정보 조회·수집·이용·제공 동의서를 이해하고 동의하며, 개인(신용)정보 수집·이용·제공 관련 고객권리안내문에 관해 자세히 설명 듣고 수령
하였습니다.
본인
(채무자)"
KB_bank,대출,KB나라사랑대출용 대출거래약정서,1,거래조건  (거래방식이 수 개로 되어 있는 경우 은행 직원의 설명을 듣고 해당되는 “” 내에 “∨” 표시합니다.),"⑭ 서면통보등
대출취급 실행사실의 서면 또는 전자적 방식에 대한 (  통보생략 동의,   통보신청) 합니다. 생략신청
※ 제7항의 대출이자율은 약정서에 기재된 금리에 불구하고 대출실행일 기준 국가보훈부가 공시한 금리로 작성합니다.
※ 제5항 대출기간, 제8항 지연배상금률, 제11항 상환방법은 국가보훈부의 관계법령 개정 등으로 인하여 변경될 수 있습니다.
※ 은행영업시간 마감이후 자동화기기 또는 전자금융매체를 통한 계좌입금분은 당일 중 상환으로 처리되지 않을 수 있음을 유의하시기 바랍니다.
※ 대출의 만기일이 토요일 또는 공휴일인 경우 그 만기일은 토요일 또는 공휴일로 하되, 상환기일은 은행의 다음영업일로 이연되며, 이연기간의 이자는 약정이자로 부담하기로 합니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,2,대출금 수령계좌 지정·수령위임 표시,"계좌번호 :
대출금수령계좌
예 금 주 :
위임자(채무자)(서명 또는 인)"
KB_bank,대출,KB나라사랑대출용 대출거래약정서,3,지연배상금 및 지연배상금률,"이자·분할상환원리금이 납입기일에 상환되지 않을 경우에는 최종 이자수입일 다음 날부터 실제 납입일까지 납입할 금액에 대하여 제1조 제8항에서 정한 지연배상금률에
의한 지연배상금을 지급하기로 하며, 지연배상금은 전액 본인의 부담으로 하기로 합니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,4,"담보, 보험 및 추가담보 제공","①  본인은 은행의 대출을 받아 건설 또는 구입하는 시설물과 건물(대출 받은 토지 위에 건설하는 시설물, 건물 포함)은 건설도중이나 건설완료 후에도 은행의 승인 없이 그
소유권 이전행위, 저당권, 지상권(타인의 토지에 건물, 기타의 공작물을 세우거나 수목을 심어 소유하려는 목적으로 그 토지를 사용할 수 있는 권리), 전세권, 가등기,
임차권 등 각종 권리의 설정행위를 하지 않겠으며, 제3자로부터 은행의 권리가 침해되는 일이 없기로 하며, 동 시설물과 건물은 토지와 함께 은행에 담보로 제공하기로
하고, 은행이 요청하는 경우 은행이 동의하는 종류와 금액의 보험에 가입한 후 그 보험금 청구권에 은행을 위하여 질권설정하기로 합니다.
② 본인이 담보로 제공할 토지에 대하여 지적공부 및 등기부정리가 완료되지 아니한 경우에 해당 토지의 지적정리 완료 후에도 제1항을 준용하기로 합니다.
③ 본인이 담보로 제공한 담보물의 담보가치가 감소(후취담보취득시 포함)한 경우에는 은행여신거래기본약관(가계용) 제6조(담보의 제공)에 따르기로 합니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,5,대출금 상환 또는 채무인수 의무,"①  본인이 주택구입자금, 주택신축자금, 아파트분양자금, 농토구입자금의 용도로 대출을 받음에 있어 담보로 제공한 대부재산의 해당 시설물과 건물 또는 토지의 소유권을
이전한 경우에는 대출금 전액을 상환하여야 합니다. 다만, 국가보훈부에서 지정하는 「국가유공자 등 예우 및 지원에 관한 법률」에 규정된 다른 대부대상자에게 이전된
경우에는 양수인이 채무를 인수할 수 있습니다.
② 이 약정에 의한 대출을 받은 후 당초 신청한 용도 이외로 사용한 경우에는 은행의 청구에 의하여 곧 대출금 전액을 상환합니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,6,대출채권의 양·수도에 관한 특약사항,"①  본인은 국가유공자 등에 대한 나라사랑대출(부동산담보대출 제외)을 받은 후 본건 대출원리금을 6개월 이상 연체한 경우에는 대출채권을 국가보훈부로 양도하는데 승
낙합니다.
②  제1항의 사유가 발생한 경우 본건 대출채권과 관련된 일체의 손해배상채권, 이자채권, 기타 일체의 채권을 국가보훈부에 양도하고 국가보훈부가 이를 양수한 후 「국가유
공자 등 예우 및 지원에 관한 법률」, 「보훈보상대상자 지원에 관한 법률」, 「5.18 민주유공자 예우에 관한 법률」, 「특수임무수행자 지원에 관한 법률」, 「제대군인지원에 관
한 법률」에 따라 관리함에 승낙하며, 본인에 대한 별도의 통지 없이도 국가보훈부는 본인에 대하여 본건 대출관련 모든 채권에 대한 권리를 행사 할 수 있음에 동의합니
다. 다만, 본건 대출채권이 실제로 국가보훈부에 양도되는 시점까지 본인이 은행에 대하여 가지는 항변사유로 국가보훈부에 대항할 수 있기로 합니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,7,인지세의 부담,이 약정서 작성에 따른 인지세는 은행이 부담합니다.
KB_bank,대출,KB나라사랑대출용 대출거래약정서,8,대출금 수령 위임,"본인이 은행으로부터 이 약정서에 의해 대출을 받음에 있어 동 대출금 (부대 비용을 정산하지 않은 경우 이를 차감한 금액)의 수령할 권한을 제2조와 같이 위임하며, 이에
따른 분쟁 등이 있을 경우 은행의 고의 또는 과실이 없는 한 본인이 책임을 부담하기로 합니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,9,대출실행 중단,"은행은 대출계약 체결 후 대출실행 전에 채무자에게 대출 증가, 연체 발생, 신용등급 하락 등 차주의 신용위험, 상환능력이 악화되거나 채무자가 제공한 정보의 내용이 달
라져 대출실행에 중대한 영향을 미치는 경우 대출을 실행하지 않을 수 있습니다."
KB_bank,대출,KB나라사랑대출용 대출거래약정서,10,은행여신거래기본약관(가계용)의 적용,이 약정서에 추가하여 은행여신거래기본약관(가계용)이 적용됩니다. 추후 은행여신거래기본약관이 변경될 경우에는 변경된 바에 따릅니다.
KB_bank,대출,KB나라사랑대출용 대출거래약정서,11,기타 특약사항,"본인 : (서명 또는 인)
수입인지 붙이는 곳
은 행 용
[자동이체 ( 신청   미신청)]
본인은 대출신청을 함에 있어 아래의"
