은행,예/적금 또는 대출,상품이름,조항,조항이름,조항내용
KB_bank,대출,개인정보 안내문,4,「 u-보금자리론 금리」 : 공사가 매월 고시하는 금리로 대출실행일부터 매 「금리재산정주기」가 도래하는 달의 「u-보금자리론 10년 만기 대출금리」를 적용합니다. 이,"제12조 대출채권의 양도•신탁 승낙 및 피담보채권의 확정 특약사항
「u-보금자리론 금리」의 적용기준은 금융환경의 변화(예 : 공사 고시금리 없음) 등 불가피한 사정이 발생할 경우 변경될 수 있습니다. 이 경우 은행은 영업점 게시판,
① 본인은 은행이 채권유동화를 위해 이 약정에 따른 대출채권 및 근저당권을 공사에 양도(신탁 포함)함을 승낙하며, 자산유동화에 관한 법률 또는 한국주택금융공사법에서
인터넷 매체 등을 통해 고시하기로 합니다.
정하는 바에 따라 양도 후에는 본인에 대한 별도의 통지 없이도 공사는 본인에 대하여 대출채권 및 근저당권을 행사 할 수 있음에 동의합니다. 다만, 대출채권 및 근저당
③대출실행일에 결정된 대출이자율은 다음 각 호와 같이 변동됩니다.
권이 실제로 공사로 양도되는 시점까지 은행에 대하여 가지는 항변사유로 공사에 대항할 수 있습니다."
KB_bank,대출,개인정보 안내문,1,제1조 제7항의 「변동금리」 대출의 대출기간 만료일 이내,"② 본인은 제1항의 양도와 관련하여 근저당권의 피담보채권은 은행이 이 약정에 의한 대출채권을 양도하는 시점에 자산유동화에 관한 법률 또는 한국주택금융공사법에서 정
가. 「국고채」에 연동하는 대출 : 변동금리의 대출실행일부터 매 「금리재산정주기」가 도래하는 날에 제2항에 의해 정해진 「국고채」에 따라 재산정됩니다.
하는 바에 따라 확정됨에 동의하며, 본인은 피담보채권의 확정에 따라 은행으로부터 추가대출 등을 위하여 이 약정에 의한 대출채권을 담보하기 위하여 설정된 근저당권
나. 「MOR」에 연동하는 대출 : 대출실행일부터 매 「금리재산정주기」가 도래하는 날에 제2항에 의해 정해진 「MOR」에 따라 재산정됩니다.
을 더 이상 활용할 수 없음을 이해하며 이를 확인합니다.
다. 「COFIX」에 연동하는 대출 : 대출실행일부터 매 「금리재산정주기」가 도래하는 날 직전 영업일 전국은행연합회에 최종 고시되어 있는 「COFIX」에 따라 재산정됩니다.
③본인은 제1항의 양도와 관련하여 당초 약정시의 대출조건이 만기시까지 그대로 적용되며 만기연장은 허용되지 않음에 동의합니다.
라. 「u-보금자리론 금리」 : 대출실행일부터 매 「금리재산정주기」가 도래하는 날에 제2항에 의해 정해진 「u-보금자리론 금리」에 따라 재산정됩니다.
제13조 대출실행 중단 2.제1조 제7항의 「고정금리」,「변동금리」 대출의 대출기간 만료일 이후 : 기한연장 시점에 은행이 정한 기준을 따르기로 합니다.
은행은 대출계약 체결 후 대출실행 전에 차주에게 대출 증가, 연체 발생, 신용등급 하락 등 차주의 신용위험, 상환능력이 악화되거나 차주가 제공한 정보의 내용이 달라져
제5조 지연배상금 및 지연배상금률
대출 실행에 중대한 영향을 미치는 경우 대출을 실행하지 않을 수 있습니다.
① 이자 또는 분할상환원(리)금이 납입기일에 상환되지 않을 경우에는 납입기일 다음 날부터 실제 납입일 전일까지 납입할 금액에 대하여 제3항에서 정한 지연배상금률에
제14조 은행여신거래기본약관(가계용)의 적용의한 지연배상금을 지급하기로 합니다.
본 약정서에 추가하여 은행여신거래기본약관(가계용)이 적용됩니다. 추후 은행여신거래기본약관이 변경될 경우에는 변경된 바에 따릅니다.분할상환원(리)금의 지급을 2회(주택담②대출기간만료일에채무를이행하지아니하거나,이자를지급하여야할 때부터1개월(주택담보대출의경우2개월)간지체한때,
보대출의 경우 3회) 이상 연속하여 지체한 때 등 은행여신거래기본약관(가계용) 제7조에 의하여 기한의 이익을 상실한 때에는, 그 다음 날부터 대출잔액에 대하여 지연배
상금을 지급하기로 합니다.
③지연배상금률은 제1조 제7항에 의해 결정된 대출이자율에 아래의 연체가산율을 더하여 결정되며, 최고 지연배상금률은 아래와 같습니다."
KB_bank,대출,개인정보 안내문,1,연체가산율(연체기간에 따라 차등 적용),"•1개월 이내 연체한 대출 :  연6%             • 1개월 초과 3개월 이내 연체한 대출 : 연7%             • 3개월을 초과하여 연체한 대출 : 연8%
※연체가산율은 연체기간에 따라 구분하여 계산하는 방식을 적용합니다."
KB_bank,대출,개인정보 안내문,2,최고 지연배상금률,"• 연15%. 다만, 제1조 제7항의 대출이자율이 최고 지연배상금률 이상인 경우 지연배상금률은 대출이자율에 연2%를 더한 율을 적용하고, 채무자의 상환능력이 없거
나회수가 불가능하다고 판단하여 은행이 손실처리한 채권 및 부대채권인 경우는 지연배상금률의 최고율을 적용 하기로 합니다.
제6조 중도상환수수료
①이 약정에 의한 대출기간 중에 대출금액의 전부 또는 일부를 상환하는 경우에는 제2항에서 정하는 계산방법에 따라 은행에 중도상환수수료를 지급하여야 합니다.
②중도상환수수료는 중도상환원금 × 수수료율 × (잔존일수 ÷ 대출기간)으로 합니다."
KB_bank,대출,개인정보 안내문,2,"잔존일수는 상환방법에 관계없이 제1조 제4항의 대출개시일로부터 대출기간 만료일까지의 일수에서 상환일까지의 경과일수를 차감하여 계산하되, 대출개시일로부터",수입인지 붙이는 곳대출기간 만료일까지의 일수가 제1조 9항에서 정한 기간을 초과하는 경우에는 제1조 9항에서 정한 기간의 마지막 날을 대출기간 만료일로 합니다.
KB_bank,대출,개인정보 안내문,3,"대출기간은 대출실행방법에 관계없이 제1조 제4항의 대출개시일로부터 대출기간 만료일까지의 일수로 계산하되, 대출개시일로부터 대출기간 만료일까지의 일수가 제","1조 9항에서 정한 기간을 초과하는 경우에는 제1조 9항에서 정한 기간의 마지막 날을 대출기간 만료일로 합니다.
③제2항의 중도상환수수료는 대출개시일로부터 제1조 9항에서 정한 기간(기한연장 포함)까지 적용합니다.
④제1항에 불구하고 다음 각호의 1에 해당하는 경우 또는 은행에서 별도로 정한 경우에는 중도상환수수료를 면제합니다."
KB_bank,대출,개인정보 안내문,3,은행여신거래기본약관(가계용) 제10조(은행으로부터 상계)의 사유로 예금과 대출금의 전부 또는 일부를 상계하는 경우,"제7조 대출금 상환방법
①일시상환방식 : 대출기간 중에는 이자지급일에 이자만 납부하고, 대출기간 만료일에 대출원금을 전액 상환합니다.
②분할상환방식"
KB_bank,대출,개인정보 안내문,3,"할부금고정 분할상환 : 매월 이자지급일에 최초 할부금을 만기까지 상환하고, 잔액은 대출기간 만료일에 전액 상환합니다.","간 만료일에 전액  상환합니다.4.고객원금지정 분할상환 : 매월 이자지급일에 제1조 제11항의 상환방법 할부원금과 이자를 함께 상환하고, 잔액은 대출기"
KB_bank,대출,개인정보 안내문,5,"혼합상환 : 제1조 제11항의 상환방법에서 고객님이 지정한 대출원금환하고, 나머지 금액은 매월 이자지급일에 동일한 할부금으로 상환합니다.","제8조 대출금 수령 위임
본인이 은행으로부터 이 약정서에 의해 대출을 받음에 있어 동 대출금 (부대 비용을 정산하지 않은 경우 이를 차감한 금액)의 수령할 권한을 제2조와 같이 위임하며, 이에
따른 분쟁 등이 있을 경우 본인이 책임을 부담하기로 합니다.E009­258(210×297) NCR지 (2019. 12. 개정) K18
((44--23))
[자동이체 ( 신청   미신청)]
본인은 대출신청을 함에 있어 아래의 계좌간 자동이체약관을 승인하며, 아래와 같이 자동이체를 신청합니다.
계좌간 자동이체 약관
제1조 [자동이체 방법] ① 은행은 거래처의 자동이체 신청에 따라 지정일에 통장, 수표, 지급청구서 없이 출금계좌에서 이체금액(영업시간 이내 입금분에 한합니다)을 입금 계좌로
이체합니다. 다만, 입금계좌가 퇴직연금인 경우에는 18시 전 입금분에 한해 입금계좌로 이체합니다.
②지정일이 영업일이 아닌 때는 그 다음 영업일에 이체합니다. 다만, 정기예금 및 신탁 월지급 이자는 그 전 영업일에 이체합니다.
③통장자동대출 약정을 체결한 경우에는 대출금액을 포함하여 이체합니다. 다만, 고객이 따로 요청하는 경우에는 예금잔액 이내에서만 이체할 수 있습니다.
제2조 [지급자금 부족 때의 처리] ① 이체 지정일에 출금계좌의 지급자금이 이체금액에 미달하면 부족자금이 채워지는 날에 이체(영업시간 이내 입금 분에 한합니다) 합니다.
다만, 이체주기를 매 영업일로 정하는 경우 해당 이체 지정일에 출금계좌의 지급자금이 이체금액에 미달하면 부족자금이 채워지는 날에도 이체되지 않습니다.
②제1항에 불구하고, 입금계좌가 대출계좌, 집합투자기구(펀드), 퇴직연금인 경우에는 별도로 정한 바에 따릅니다.
제3조[여러 건의 이체처리] 같은 날에 이체대상이 여러 건 있는 때 이체처리순서는 은행이 정한 바에 따릅니다.
제4조[증권의 부도] 거래처의 출금계좌에 입금한 자기앞수표, 가계수표 등 증권이 지급 거절되었을 때는 자동이체 처리된 금액을 취소합니다.
제5조[신청내용의 변경, 해지신고] 거래처가 신청내용을 변경 또는 해지하고자 할 때는 이체지정일 전 영업일까지 은행에 신고해야 합니다.
제6조[이체일 및 이체금액 미지정때 처리] 거래처가 부담하여야 할 수수료, 채무 등 이체대상만을 지정하고 이체일 및 금액에 대한 지정 없이 자동이체를 신청한 때는 은행은 그
대상거래가 발생했을 때 이체합니다.
제7조[은행의 자동이체 임의해지] 6개월 이상 이체되지 않은 때에는 자동이체 등록을 해지한 것으로 봅니다. 다만, 입금계좌가 퇴직연금인 경우 6개월이상 이체되지 않더라도
등록을 해지한 것으로 보지 않습니다.
제8조[외화예금 자동이체 적용환율] 원화계좌에서 외화계좌로 이체하는 경우 이체처리일 이체시점의 대고객 전신환 매도율을 적용하여 환산합니다.
제9조[집합투자기구(펀드) 자동이체 처리] ① 입금계좌가 집합투자기구(펀드)인 경우 지정일에 출금계좌에서 이체금액을 출금하여 별도의 신탁계정에 예치 후, 집합투자기구(펀드)
집합투자기구(펀드)별 규약에서 정한 판매가격(매입기준가격) 적용일에 입금계좌로 이체합니다.
②이체지정일에 출금계좌의 지급자금이 이체금액에 미달하는 경우에는 해당월의 자동이체 처리가 불가합니다.
③ 단기금융집합투자기구(MMF)가 지급계좌일 경우에는 이체금액을 별도로 신탁계정에 예치하지 않고 이체금액만큼 지급 정지되며, 각각의 집합투자규약에서 정한 매입기
준가격 적용일에 출금하여 입금계좌로 이체합니다.
제10조[대출계좌 자동이체 처리] ① 이체 지정일에 출금계좌로 입금되는 금액은 당일 중 지정된 대출계좌로 이체합니다.
② 이체 지정일에 출금계좌의 출금가능금액이 이체금액에 부족할 경우 약정납입일 전일까지는 부족한 금액이 채워지는 날 이체됩니다. 다만, 약정납입일 부터는 영업시간 마
감 이후 상환방법에 따라 다음과 같이 처리합니다."
KB_bank,대출,개인정보 안내문,3,"제1호 및 제2호에도 불구하고 협약대출, 정책자금, 파생연계상품 등은 제2조 본문에 따라 처리합니다.","③납부할 할부금의 일부 금액이 이체되는 경우 연체기준일은 변경되지 않습니다.
제11조[퇴직연금 자동이체 처리] 이체지정일에 출금계좌의 출금가능금액이 이체금액에 부족한 경우 이체지정일로부터 10영업일 이내에 부족한 금액이 채워지는 날에 이체됩니다.
제12조[계좌이동서비스] ① 계좌간자동이체는 계좌이동서비스 대상이며, 계좌이동서비스 이용약관을 준용합니다.
②은행은 자동이체 통합관리시스템(www.payinfo.or.kr)에 자동이체 등록정보를 제공하여 조회 및 해지, 출금계좌 변경신청이 가능하도록 합니다.
③거래처는 은행 지점, 인터넷뱅킹(모바일뱅킹 포함), 자동이체 통합관리시스템(www.payinfo.or.kr)에서 계좌이동서비스를 신청할 수 있습니다.
④ 거래처가 은행 지점, 인터넷뱅킹(모바일뱅킹 포함), 자동이체 통합관리시스템(www.payinfo.or.kr)에서 자동이체출금계좌를 당행계좌로 변경 신청할 경우 타은행 출금
계좌에 등록되어 있는 자동이체 해지 후, 당행 출금계좌로 신규 등록됩니다.
제13조[약관의 변경] ① 은행이 이 약관을 변경하고자 할 경우, 은행은 변경예정일 직전 1개월간 영업점 및 은행인터넷 홈페이지에 변경내용을 게시합니다.
② 제1항의 변경내용이 거래처에게 불리한 경우 은행은 이를 서면, 전자우편 중 사전에 합의한 하나의 방법으로 변경 시행 전 최소 1개월 전까지 개별 통지하며, 사전에 합의한
방법이 없는 경우 은행에 신고된 주소 또는 전자우편주소로 개별 통지합니다. 다만, 기존 거래처에게 변경 전 내용이 그대로 적용되는 경우 또는 거래처가 변경내용에 대한
통지를 받지 아니하겠다는 의사를 명시적으로 표시한 경우에는 그러하지 않습니다. 거래처는 은행에 신고한 주소 및 전자우편주소 변경시 즉시 은행에 변경 신고하여야 하
며, 변경 신고하지 아니함으로 인하여 통지를 받지 못한 경우 은행은 이에 대한 책임을 지지 않습니다.
③ 은행은 제2항의 통지를 할 경우 “거래처가 변경에 동의하지 아니한 경우 통지를 받은 날로부터 1개월 이내에 서면으로 계약을 해지할 수 있으며, 계약해지의 의사표시를 하
.지 아니한 경우에는 변경에 동의한 것으로 본다.” 라는 취지의 내용을 통지하여야 합니다
④거래처가 제2항 및 제3항의 통지를 받은날로부터 1개월 이내에 계약해지의 의사표시를 하지 아니한 경우에는 변경에 동의한 것으로 봅니다.
⑤은행은 약관을 영업점에 비치 또는 게시하여 거래처가 요구할 경우 이를 교부하여야 합니다.
제14조[준용] ① 계좌간자동이체 거래에는 이 약관 외에도 전자금융거래 기본약관이 적용되며, 규정된 내용이 서로 다른 경우 이 약관의 규정이 우선합니다.
②이 약관과 전자금융거래 기본약관에 정하지 아니한 사항은 예금거래기본약관, 입출금이자유로운예금약관, 관련예금 및 신탁약관을 준용합니다.
개인(신용)정보 수집·이용·제공 관련 고객권리 안내문"
KB_bank,대출,개인정보 안내문,1,금융서비스 이용 범위,"고객의 개인(신용)정보는 고객이 동의한 목적을 위하여만 수집·이용·제공됩니다. 필수적 정보에 대한 수집·이용·제공은 계약
의 체결 및 이행을 위하여 필수적이므로, 위 사항에 동의하셔야만 금융거래 관계의 설정 및 유지가 가능합니다. 반면 선택적 정보
에 대한 수집·이용·제공에 대하여는 거부하실 수 있으며, 다만 동의하지 않으실 경우 금융거래 조건 등에 불이익을 받으실 수
있습니다."
KB_bank,대출,개인정보 안내문,2,고객 개인(신용)정보의 제공 및 마케팅 활용 중단 신청,"가.  고객은 가입신청 시 동의한 본인 개인(신용)정보의 제3자 제공 또는 귀행의 금융상품(서비스) 소개 등 영업목적의 사용에
대하여 전체 또는 사안별로 당행에 제공·활용을 중단시킬 수 있습니다.(개인정보 보호법 제37조, 신용정보의 이용 및 보호
에 관한 법률 제37조)
주) 다만 ① 법률에 특별한 규정이 있거나 법령상 의무를 준수하기 위하여 불가피한 경우, ② 다른 사람의 생명·신체를 해할
우려가 있거나 다른 사람의 재산과 그 밖의 이익을 부당하게 침해할 우려가 있는 경우, ③ 개인(신용)정보를 처리하지 아니
하면 정보주체와 약정한 서비스를 제공하지 못하는 등 계약의 이행이 곤란한 경우로서 정보주체가 그 계약의 해지 의사를
명확하게 밝히지 아니한 경우에는 제공·활용 중단 신청이 거절될 수 있습니다.
주)  신용정보집중기관 또는 신용조회회사에 제공하여 개인의 신용도를 평가하기 위한 목적으로 행한 신용정보의 제공 동의는
철회할 수 없습니다. (신용정보의 이용 및 보호에 관한 법률 제37조 제1항 단서)
나. 본인 개인(신용)정보의 제공 및 마케팅 활용 중단을 원하시는 고객은 아래의 매체를 통하여 신청하여 주시기 바랍니다.
신청방법■
·인터넷접수 : www.kbstar.com
·전화접수 : 당행 콜센터 1588-9999, 국민카드 고객센터 1588-1688
·서면접수 : 당행 전 영업점
다.  위의 신청과 관련하여 불편함을 느끼시거나 애로가 있으신 경우 당행의 신용정보관리·보호인/개인정보 보호책임자 또는
전국은행연합회(민원상담실), 금융감독원(금융민원실) 앞으로 연락하여 주시기 바랍니다.
연락처■
·당행 개인정보 보호책임자 및 신용정보관리·보호인 연락처 : 정보보호부 02-2073-6745,서울시 영등포구 의사당대로 13
·은행연합회 : 민원상담실 1544-1040, 서울시 중구 명동11길 19(명동 1가)
·금융감독원 : 금융민원실 1332, 서울시 영등포구 여의대로 38"
KB_bank,대출,개인정보 안내문,3,고객 개인(신용)정보의 자기정보결정권,"가.  고객은 개인정보 보호법, 신용정보의 이용 및 보호에 관한 법률 및 신용정보업감독규정 등에 따라 아래의 권리가 부여되어
있습니다. 동 권리의 세부내용에 대해서는 당행 홈페이지(www.kbstar.com) 또는 금융감독원 홈페이지(www.fss.or.kr)에
게시되어 있습니다. 동 권리를 행사하고자 하는 고객은 당행 홈페이지(www.kbstar.com) 또는 각 영업점 앞으로 신청하여
주시기 바랍니다.
개인(신용)정보 열람 및 오류 개인(신용)정보의 정정·삭제 요구권 (개인정보 보호법 제35조, 제36조, 신용정보의 이용 및■
보호에 관한 법률 제38조)
- 당행에 본인의 개인(신용)정보에 대한 열람을 요구할 수 있는 권리 및 자신의 개인(신용)정보를 열람한 후 사실과 다르거나
확인할 수 없는 개인(신용)정보에 대하여 정정 또는 삭제를 요구할 수 있는 권리
개인신용정보 이용·제공사실 통보 요구권 (신용정보의 이용 및 보호에 관한 법률 제35조)■
- 신용정보회사 등이 본인에 관한 신용정보를 이용·제공한 경우 매1년마다 이용·제공 현황을 통보해줄 것을 “정기통지
신청”을 통해 요구할 수 있는 권리
개인신용정보 삭제요구권(신용정보의 이용 및 보호에 관한 법률 제38조의3)■
- 당행과의 금융거래 종료 후 법령에서 정한 기간이 경과 시 당행이 보유한 본인 정보의 파기를 요구할 수 있는 권리
개인신용정보 이용 및 제공 사실 조회 요청권(신용정보의 이용 및 보호에 관한 법률 제35조)■
- 금융회사가 내부경영관리의 목적으로 이용하거나 반복적인 업무위탁을 위해 제공하는 경우 등을 제외하고 개인신용정보
를 이용하거나 제공중인 현황을 확인할 수 있는 권리
연락중지 청구권(신용정보의 이용 및 보호에 관한 법률 제37조 제2항)■
- 원치 않는 마케팅 목적의 연락(휴대폰 전화 또는 문자메세지)을 거부할 수 있는 권리
나.  고객은 본인 개인(신용)정보를 개인신용평가회사(마이크레딧, 크레딧뱅크, 사이렌24, 올크레딧 등)를 통하여 연간 일정 범위
내에서 확인할 수 있습니다. 자세한 사항은 각 개인신용평가회사에 문의하시기 바랍니다.
·마이크레딧 : 02) 1588-2486, www.mycredit.co.kr
·크레딧뱅크 : 02) 3771-1004, www.creditbank.co.kr
·사이렌24 : 02) 1577-1006, www.siren24.com
·올크레딧 : 02) 708-1000, www.allcredit.co.kr"
KB_bank,대출,개인정보 안내문,4,개인(신용)정보 유출시 피해보상,"당행의 고의 또는 과실 등 귀책사유로 인한 개인(신용)정보 유출로 고객님에게 발생한 손해에 대해 관계 법령 등에 따라 보상 받으실
수 있습니다."
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,전문,,"은 행 용
은행은 본인에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래기본약관(가계용)과 이 약정서의 사본을 교부하여야 합니다.
대출거래약정서(Ⅷ) (채권유동화목적 가계대출용)
(작성일자 : 20  .  .  )
1. 본인은 주식회사 국민은행(이하 “은행”이라 한다)과 아래의 조건에 따라 대출거래를 함에 있어 은행여신거래기본약관(가계용) 및 이 약정서 사본을 확실히 수령하고, 주요 내용에
대하여 충분한 설명을 듣고 이해하였습니다.
2. 본 인은 개인(신용)정보 조회·수집·이용·제공 동의서를 이해하고 동의하며, 개인(신용)정보 수집·이용·제공 관련 고객권리안내문에 관해 자세히 설명 듣고 수령하였습니다.
3. 변 동금리대출은 대출상환을 완료할 때까지 대출이자율이 인상될 수 있으며, 대출이자율 인상시에는 재무적 부담이 증가될 수 있다는 내용에 대하여 충분한 설명을 듣고 이해하였
습니다.
4. 본 인은 은행이 수행하는 채권유동화 업무에 대하여 이해하고 있으며, 이 약정에 따른 대출채권 및 근저당권의 전부 또는 일부를 은행의 승계인 또는 수탁인 등 제3자에게 양도(신
탁 포함)하는 약정에 대하여 충분히 설명 듣고 이해하였습니다. 또한, 동 채권유동화를 위하여 본건 대출 및 담보권이 양도(신탁 포함)되는 경우 채권양수인이 본인에 대하여 대출
채권 및 근저당권을 행사할 수 있음에 동의하며 은행여신거래기본약관(가계용) 및 이 약정서에 따라 본건 대출을 상환할 것을 확약합니다.
양수인(한국주택5. 본 인은 개인(신용)정보 조회ㆍ수집ㆍ이용ㆍ제공 동의서에 추가하여 은행이 채권유동화계획을 수행하기 위하여 본건 대출과 관련한 본인의 신용정보를 대출채권의
금융공사, 이하”공사”라 한다)에게 제공하는 데에 동의합니다
주    소"
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,1,거래조건  (거래방식이 수 개로 되어 있는 경우 은행 직원의 설명을 듣고 해당되는 “” 내에 “∨” 표시합니다.),"대출취급 및 상환기일을 연장할 때 실행사실에 대한 서면통보를 생략함에 동의합니다.⑬서면통보등
이자 또는 할부금 등을 납입지체 할 때 동 사실의 서면통보 없이 대출금잔액에 대한 지연배상금을 지급함에 동의합니다.생략신청
※은행영업시간 마감이후 자동화기기 또는 전자금융매체를 통한 계좌입금분은 당일 중 상환으로 처리되지 않을 수 있음을 유의하시기 바랍니다.
※대출기간 만료일이 토요일 또는 공휴일인 경우 그 만료일은 토요일 또는 공휴일로 하되, 상환기일은 은행의 다음영업일로 이연되며, 이연기간의 이자는 약정이자로 부담하기로 합니다."
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,2,대출금 수령계좌 지정·수령위임 표시제3조 기타 특약사항,"계좌번호 :
대출금수령계좌
예금주 :(서명 또는 인)
위임자(채무자)(서명 또는 인)
E009­258(210×297) NCR지 (2019. 12. 개정) K18
1126532(4-1)"
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,4,대출이자율의 적용 및 변동,"고 객 용
은행은 본인에게 이 약정서상의 중요한 내용을 설명하여야 하며, 은행여신거래기본약관(가계용)과 이 약정서의 사본을 교부하여야 합니다.
대출거래약정서(Ⅷ) (채권유동화목적 가계대출용)
(작성일자 : 20  .  .  )
1. 본인은 주식회사 국민은행(이하 “은행”이라 한다)과 아래의 조건에 따라 대출거래를 함에 있어 은행여신거래기본약관(가계용) 및 이 약정서 사본을 확실히 수령하고, 주요 내용에
대하여 충분한 설명을 듣고 이해하였습니다.
2. 본 인은 개인(신용)정보 조회·수집·이용·제공 동의서를 이해하고 동의하며, 개인(신용)정보 수집·이용·제공 관련 고객권리안내문에 관해 자세히 설명 듣고 수령하였습니다.
3. 변 동금리대출은 대출상환을 완료할 때까지 대출이자율이 인상될 수 있으며, 대출이자율 인상시에는 재무적 부담이 증가될 수 있다는 내용에 대하여 충분한 설명을 듣고 이해하였
습니다.
4. 본 인은 은행이 수행하는 채권유동화 업무에 대하여 이해하고 있으며, 이 약정에 따른 대출채권 및 근저당권의 전부 또는 일부를 은행의 승계인 또는 수탁인 등 제3자에게 양도(신
탁 포함)하는 약정에 대하여 충분히 설명 듣고 이해하였습니다. 또한, 동 채권유동화를 위하여 본건 대출 및 담보권이 양도(신탁 포함)되는 경우 채권양수인이 본인에 대하여 대출
채권 및 근저당권을 행사할 수 있음에 동의하며 은행여신거래기본약관(가계용) 및 이 약정서에 따라 본건 대출을 상환할 것을 확약합니다.
양수인(한국주택5. 본 인은 개인(신용)정보 조회ㆍ수집ㆍ이용ㆍ제공 동의서에 추가하여 은행이 채권유동화계획을 수행하기 위하여 본건 대출과 관련한 본인의 신용정보를 대출채권의
금융공사, 이하”공사”라 한다)에게 제공하는 데에 동의합니다
주    소"
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,1,거래조건  (거래방식이 수 개로 되어 있는 경우 은행 직원의 설명을 듣고 해당되는 “” 내에 “∨” 표시합니다.),"대출취급 및 상환기일을 연장할 때 실행사실에 대한 서면통보를 생략함에 동의합니다.⑬서면통보등
이자 또는 할부금 등을 납입지체 할 때 동 사실의 서면통보 없이 대출금잔액에 대한 지연배상금을 지급함에 동의합니다.생략신청
※은행영업시간 마감이후 자동화기기 또는 전자금융매체를 통한 계좌입금분은 당일 중 상환으로 처리되지 않을 수 있음을 유의하시기 바랍니다.
※대출기간 만료일이 토요일 또는 공휴일인 경우 그 만료일은 토요일 또는 공휴일로 하되, 상환기일은 은행의 다음영업일로 이연되며, 이연기간의 이자는 약정이자로 부담하기로 합니다."
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,2,대출금 수령계좌 지정·수령위임 표시제3조 기타 특약사항,"계좌번호 :
대출금수령계좌
예금주 :(서명 또는 인)
위임자(채무자)(서명 또는 인)
E009­258(210×297) NCR지 (2019. 12. 개정) K18"
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,4,대출이자율의 적용 및 변동,은 행 용
KB_bank,대출,Ⅷ 채권유동화목적 가계대출용 대출거래약정서,4,대출이자율의 적용 및 변동,"① 제1조 제7항의 대출이자율 중 「MOR」, 「COFIX」또는「국고채」를 기준으로 약정하는 대출의 경우, 대출을 실행하는 날의 「MOR」, 「COFIX」또는「국고채」에 따라 고객님제9조 담보, 보험 및 추가담보 제공
의 대출이자율이 적용됩니다. 이 경우에는 실제 적용할 대출이자율을 대출거래장에 표시하고 개별통지는 생략합니다. 다만, 대출실행내역 통지서비스를 신청한 고객에① 본인은 은행의 대출을 받아 건설 또는 구입하는 시설물과 건물(대출 받은 토지 위에 건설하는 시설물, 건물 포함)은 건설도중이나 건설완료 후에도 은행의 승인 없이 그
게는 신청한 통지방법에 따라 개별통지 합니다.소유권 이전행위, 저당권, 지상권(타인의 토지에 건물, 기타의 공작물을 세우거나 수목을 심어 소유하려는 목적으로 그 토지를 사용할 수 있는 권리), 전세권, 가등기, 임
②제1조 제7항의 「국고채」, 「MOR」, 「COFIX」, 「u-보금자리론 금리」는 다음 각 호와 같이 결정됩니다.차권 등 각종 권리의 설정행위를 하지 않겠으며, 제3자로부터 은행의 권리가 침해되는 일이 없기로 하며, 동 시설물과 건물은 토지와 함께 은행에 담보로 제공하기로 하
1.「 국고채」 : 제1조 제7항 대출이자율의 “고정금리”에 적용할 「국고채」는 대출실행일을 기준으로 금융투자협회가 고시하는 전주  최종영업일 전 영업일의 국고채권 5년며, 은행이 요청하는 경우 은행이 동의하는 종류와 금액의 보험에 가입하고, 그 보험금 청구권에 은행을 위하여 질권설정하기로 합니다.
물 최종호가수익률(종가기준, 소수점 셋째자리에서 절사)을 말하고, “변동금리”에 적용할 「국고채」는 대출실행일을 기준으로 금융투자협회가 고시하는 전월말 기준 7②본인이 담보로 제공할 토지에 대하여 지적공부 및 등기부정리가 완료되지 아니한 경우에 해당 토지의 지적정리 완료 후에도 제1항을 준용하기로 합니다.
영업일전 5영업일 평균 국고채권 5년물 최종호가수익률(종가기준,소수점 셋째자리에서 반올림)을 말한다, 「국고채」의 적용기준은 금융환경의 변화(예 : 국고채 금융③본인이 담보로 제공한 담보물의 담보가치가 감소(후취담보취득을 할 때 포함)한 경우에는 은행여신거래기본약관(가계용) 제6조(담보의제공)에 따르기로 합니다.
투자협회 고시 없음) 등 불가피한 사정이 발생할 경우 변경될 수 있습니다. 이 경우 은행은 영업점 게시판, 인터넷 매체 등을 통해 고시하기로 합니다."
