은행명,상품종류,상품이름,조항,조항이름,조항내용
우리은행,적금,「데일리 워킹 적금」특약,제10조,이자지급방법,이 적금의 이자는 만기에 일시지급됩니다.
우리은행,적금,「데일리 워킹 적금」특약,제11조,중도해지 이자율,이 적금을 만기일 전에 지급 청구할 때에는 신규일 당시 우리은행 영업점 및홈페이지에 고시한 중도해지 이자율을 적용합니다.
우리은행,적금,「데일리 워킹 적금」특약,제12조,만기 후 이자율,이 적금은 만기 후 해지 시 만기일 당시 우리은행 영업점 및 홈페이지에 고시한 만기 후 이자율을 적용합니다.
우리은행,적금,「데일리 워킹 적금」특약,제13조,세제혜택,"이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.

항 목: 우대 조건
1. 매일 1만보 걷기: 만보기 서비스를 통하여 입금일에 1만보 이상 걷고 우리WON뱅킹 상품 전용 페이지에서 “성공” 버튼을 누르는 경우 혹은 이벤트 등으로 우리은행에서 별도로 인정하는 경우
2. 마케팅 동의: 우리은행 상품·서비스 마케팅 동의항목 중 전화(휴대폰) 및 SMS 항목
을 모두 동의한 후 만기 해지시점까지 유지"
우리은행,적금,「데일리 워킹 적금」특약,제14조,계약해지방법,"이 적금은 우리은행 영업점 및 인터넷⦁우리WON뱅킹을 통한 해지가 가능합니다.
※ 만기가 휴일(대통령령에 의한 관공서의 공휴일, 토요일, 근로자의날)인 경우,
그 전 영업일에 해지할 경우 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’
로 적용되며, 이자는 일수로 계산하여 지급"
우리은행,적금,「데일리 워킹 적금」특약,제15조,제한사항,"① 이 적금은 공동명의 가입이 불가합니다.
② 이 적금은 만기 앞당김이 불가합니다.
※ 본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2022.12.13. 약관 제정 - -"
우리은행,적금,「삼성월렛머니우리적금」특약,제1조,약관의 적용,"① 이 특약은 「삼성월렛머니 우리 적금」(이하 ‘이 적금’이라 합니다) 거래에 대하여 적용하고, 이 특약에서 정하지 않은 사항은 「예금거래기본약관」 및 「적립식예금약관」, 「전자뱅킹서비스 이용약관」을 적용합니다.
② 우리은행 ‘계좌간 자동이체’를 통해 이 적금에 저축하는 경우 「계좌간 자동이체 약관」을 적용합니다. 단, 다른 금융회사를 통해 자동이체 하는 경우 해당 금융회사가 정한 내용에 따릅니다."
우리은행,적금,「삼성월렛머니우리적금」특약,제2조,예금종류,이 적금의 종류는 정기적금(자유적립식)으로 합니다.
우리은행,적금,「삼성월렛머니우리적금」특약,제3조,가입대상,이 적금의 가입대상은 실명의 개인으로 1인 1계좌만 가입할 수 있습니다.
우리은행,적금,「삼성월렛머니우리적금」특약,제4조,가입방법,이 적금은 우리은행 스마트뱅킹을 통해 가입 가능합니다.
우리은행,적금,「삼성월렛머니우리적금」특약,제5조,저축기간,"이 적금의 저축기간은 가입일부터 6개월, 12개월입니다."
우리은행,적금,「삼성월렛머니우리적금」특약,제6조,적립한도 및 저축방법,"이 적금은 자유적립식이며, 저축한도는 월 30만원 이하(해당 월 초일부터 말일 까지)로 원 단위로 납입 가능합니다."
우리은행,적금,「삼성월렛머니우리적금」특약,제7조,이율의 적용,"① 이 적금의 기본이율은 가입일 당시 영업점 및 우리은행 홈페이지에 고시된 이율을 적용하며, 우대이율은 제8조에서 정하는 조건을 충족할 경우 제공 됩니다.
② 만기이율은 기본이율과 우대이율을 합산하여 적용되며, 입금 건별로 입금일 부터 만기 전일까지의 기간을 기준으로 계산한 이자를 지급합니다."
우리은행,적금,「삼성월렛머니우리적금」특약,제8조,우대이율,"이 적금은 아래 각 호의 우대조건을 충족하는 경우 각 호별 가입일 당시 영업
점 및 우리은행 홈페이지에 고시된 우대이율을 적용합니다.
단, 우대이율은 우리은행 상품·서비스 마케팅 동의 항목 중 전화(휴대폰)나 SMS
중 하나 이상 동의 후 만기해지 시점까지 유지한 경우 제공되며, 계약기간 만
료 전 중도 해지한 계좌에 대해서는 적용하지 않습니다.
1. 이 적금 가입월부터 만기 전전월까지 삼성월렛머니 서비스 선불 충전주1) 3회 이상
2. 만기해지 시점 삼성월렛머니 우리 통장 보유 고객
3. 직전 6개월동안 우리은행 예·적금, 청약 상품 미보유 고객주2) 주1) 우리은행 본인 입출식 통장을 통해 삼성월렛머니 서비스 선불 충전한 경우로 월 1회만 인정 주2) 이 적금 가입일 전일부터 6개월동안"
우리은행,적금,「삼성월렛머니우리적금」특약,제9조,중도해지이율,이 적금을 만기일 전에 지급 청구할 때는 가입일 당시 영업점 및 우리은행 홈페이지에 고시한 중도해지이율을 적용합니다.
우리은행,적금,「삼성월렛머니우리적금」특약,제10조,만기 후 이율,이 적금은 만기 후 해지 시 만기일 당시 영업점 및 우리은행 홈페이지에 고시한 만기 후 이율을 적용합니다.
우리은행,적금,「삼성월렛머니우리적금」특약,제11조,세제혜택,이 적금은 가입자 본인의 비과세종합저축 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「삼성월렛머니우리적금」특약,제12조,계약 해지 방법,"이 적금은 만기일 전 영업일까지 만기해지방법을 ‘자동해지’로 신청한 경우, 만기 자금은 고객이 신규 시 설정한 입금계좌로 자동입금 처리되나, ‘자동해지’를 신청 하지 않은 고객은 영업점 방문, 우리은행 인터넷뱅킹 또는 스마트뱅킹을 통해서도 해지할 수 있습니다.
※ 만기가 휴일(관공서의 공휴일에 관한 규정에 의한 관공서의 공휴일, 토요일, 근로자의 날)인 경우, 직전 영업일에 해지하면 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수
로 계산하여 지급됩니다."
우리은행,적금,「삼성월렛머니우리적금」특약,제13조,중도인출,"이 적금은 초입금을 제외한 지정 입금 건별로 중도인출이 가능하며, 만기해지 포함 총 3회로 한정합니다. 이 때 중도인출 금액에 대해서 제9조의 중도해지 이자율을 적용합니다."
우리은행,적금,「삼성월렛머니우리적금」특약,제14조,제한사항,"① 이 적금은 공동명의 가입 및 상속 또는 양도에 의한 명의변경이 불가합니다.
② 이 적금은 만기 앞당김 해지가 불가합니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2025.10.15. 약관 제정 - -
※ 본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다."
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제1조,약관의 적용,"「우리 (영업점명) 적금 (유형)」 (이하 ‘이 적금’)의 거래는 이 특약을 적용하며,
이 특약에서 정하지 않은 사항은 「예금거래기본약관」, 「적립식예금약관」, 「계좌 간자동이체 약관」, 「전자뱅킹서비스 이용약관」을 적용합니다."
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제2조,상품의 정의,이 적금은 우리은행 영업점별로 유형을 정하여 정해진 판매기간동안 판매하는 자유적립식 적금입니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제3조,상품명,이 적금의 상품명 중 “(영업점명)”은 이 적금을 판매하는 우리은행 영업점명으로 변경되며 “(유형)”은 제4조의 상품 유형에 따라 변경됩니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제4조,상품유형,"이 적금은 기본형과 우대형 두가지 유형으로 판매되며, 상품유형은 상품명의 “(유형)”란에 명시됩니다. 기본형은 상품명의 “(유형)”란에 기본형으로 명시되며 우대형은 급여(연금)형, 청약저축형, 해외송금형, 공과금형, 신용카드형 중 이 적금을 판매할 우리은행 영업점의 선택에 의해 하나의 항목으로 지정되어 명시됩 니다."
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제5조,가입대상,이 적금의 가입대상은 실명의 개인으로 1인 1계좌로 가입 가능합니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제6조,저축방법,이 적금은 자유적립식으로 가입할 수 있습니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제7조,저축한도,이 적금은 매월 50만원 이하로 적립 가능합니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제8조,판매기간,"① 이 적금은 영업점별로 정해진 판매기간 동안 판매합니다.

② 판매기간은 영업점 또는 인터넷 홈페이지에 고시합니다."
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제9조,계약기간,이 적금의 계약기간은 12개월입니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제10조,계약기간금리,"이 적금의 계약기간 중 적용금리는 기본형의 경우 제11조의 기본금리만 적용되 며, 우대형의 경우 제11조의 기본금리와 제12조의 우대금리를 합산하여 적용됩 니다."
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제11조,기본금리,이 적금은 신규일 당시 우리은행 영업점 및 홈페이지에 고시된 기본금리가 적용됩니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제12조,우대금리,"이 적금을 우대형으로 가입할 경우주1) 상품명의 “(유형)”에 따라 명시된 조건을 충족 시 연 0.5%p 우대금리를 제공합니다. 단, 계약기간 만료 전 중도해지한 계좌에 대해서는 적용하지 않습니다.
① 급여(연금)형 : 우리은행으로 급여이체주2) 또는 연금이체주3) 실적을 충족한 달
이 6개월 이상인 경우
② 청약저축형 : 우리은행에서 주택청약종합저축을 가입주4)하고 월 불입액을 납입한 횟수가 6회차 이상인 경우
③ 해외송금형 : 우리은행에서 해외송금 실적이 있는 달이 2개월 이상인 경우
④ 공과금형 : 우리은행으로 공과금 자동이체 출금실적이 있는 달이 6개월 이상
인 경우
⑤ 신용카드형 : 우리은행 입출금 통장에서 우리카드사 신용카드 결제대금 출금 실적이 있는 달이 6개월 이상인 경우 상기 ①~⑤ 유형은 신규일이 포함된 월의 월초로부터 만기일이 포함된 월의 전전월말까지 충족된 실적만 인정됩니다.
주1) 상품유형은 판매하는 우리은행 영업점이 결정하여 미리 정해짐 주2) 급여이체 실적은 아래 중 하나 이상 충족한 경우 인정
1. 고객이 지정한 이체일 기준으로 50만원 이상 입금한 경우 (지정한 이체일에 입금되어야 인정되며 지정한 이체일이 휴일이면 전/후 영업일에 입금된경우도 포함 하여 이체 여부를 확인)
2. 적요란의 문구에 “급여”, “월급”, “급료”, “수당”이 인쇄된 이체실적이 월 50만원 이상인 경우
3. 적요란의 문구에 고객 기본정보의 직장명과 동일하게 인쇄된 이체실적이 월 50만원 이상인 경우
※ 단 위 1,2,3에 해당하더라도 개인 명의의 계좌에서 이체된 자금은 실적인정에서 제외 주3) 연금이체 실적
- 연급수급 통장 적요란에 “연금”이라는 문구가 인쇄되고 입금인이 개인 또는 개인사업자가 아닌 경우(예시 : 국민연금, 공무원연금, 군인연금, 사학연금 등)

주4) 적금 가입 월의 월초부터 익월말까지 「주택청약종합저축」 또는 「청년 우대형 주택청약종합저축」 신규 시"
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제13조,이자지급방법,이 적금의 이자는 만기에 일시지급됩니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제14조,중도해지 이자율,이 적금을 만기일 전에 지급 청구할 때에는 신규일 당시 우리은행 영업점 및홈페이지에 고시한 중도해지 이자율을 적용합니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제15조,만기 후 이자율,이 적금은 만기 후 해지 시 만기일 당시 우리은행 영업점 및 홈페이지에 고시한 만기 후 이자율을 적용합니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제16조,세제혜택,이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제17조,계약해지방법,"이 적금은 우리은행 영업점 및 인터넷⦁스마트뱅킹을 통한 해지가 가능합니다.
※ 만기가 휴일(대통령령에 의한 관공서의 공휴일, 토요일, 근로자의날)인 경우,
전 영업일에 해지할 경우 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수로 계산하여 지급"
우리은행,적금,「우리 (영업점명) 적금 (유형)」특약,제18조,제한사항,"이 적금은 만기 앞당김 해지가 불가합니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2022.01.19. 약관 제정 - - <본 서류는 법률 및 내부통제기준에 따라 절차를 거쳐 제공됩니다>"
우리은행,적금,「우리 200일 적금」 특약,제1조,적용범위,"“우리 200일 적금”(이하 ‘이 적금’이라 합니다)과 관련된 거래는 본 특약을 적용 하고, 본 특약에 언급되지 않은 사항은 「예금거래 기본약관」, 「적립식 예금약 관」,「계좌간 자동이체 약관」 및 「전자뱅킹서비스 이용약관」을 적용합니다."
우리은행,적금,「우리 200일 적금」 특약,제2조,가입대상,"이 적금의 가입대상은 실명의 개인이며 1인 1계좌에 한하여 개설할 수 있습니
다."
우리은행,적금,「우리 200일 적금」 특약,제3조,예금과목,이 적금의 예금과목은 적립식 예금입니다.
우리은행,적금,「우리 200일 적금」 특약,제4조,가입방법,이 적금은 우리은행 “스마트뱅킹”을 통해 가입 가능합니다.
우리은행,적금,「우리 200일 적금」 특약,제5조,계약기간 및 방법,"① 이 적금의 계약기간은 200일입니다.
② 이 적금은 자유적립식으로 가입할 수 있습니다."
우리은행,적금,「우리 200일 적금」 특약,제6조,저축한도,이 적금은 일 3만원 이하의 금액으로 적립 가능합니다.
우리은행,적금,「우리 200일 적금」 특약,제7조,기본이율,이 적금의 기본이율은 신규일 당시 우리은행 영업점 및 인터넷 홈페이지에 고시한 기본이율을 적용합니다.
우리은행,적금,「우리 200일 적금」 특약,제8조,우대이율,"이 적금은 다음 각 항의 조건을 충족하는 경우 합산하여 최대 연 1.3%p까지 우대이율을 제공합니다. 단, 이 적금의 신규일로부터 100일 미만에 중도해지한 계좌에 대해서는 적용하지 않습니다.
① 100일 이상 이 적금을 유지한 경우 : 연 0.4%p

② 200일간 이 적금을 유지한 경우 : 연 0.4%p
③ 우리 오픈뱅킹 서비스주1)에 타행계좌가 등록되어 있는 경우 : 연 0.5%p 주1) 우리 오픈뱅킹 서비스: 오픈뱅킹 공동업무를 활용하여 우리은행이 이용자에게 제공하는 금융거래 서비스"
우리은행,적금,「우리 200일 적금」 특약,제9조,부가서비스,"이 적금은 계좌신규일 익일부터 만기 직전일까지 사전에 지정한 본인 명의의 출금계좌에서 이 적금으로 이체하는 『매일 자동적립 플랜』, 『매일 꾹 적립 플랜』, 『계좌 자투리 플랜』을 아래 각 항과 같이 제공합니다. 단, 자동이체 금액은 제6조의 저축한도를 초과할 수 없으며, 등록된 플랜은 다른 플랜으로 변경이 불가합니다.
① 『매일 자동적립 플랜』은 고객이 이 적금 신규 시 지정한 금액을 매일 이적금으로 이체하는 자동이체 서비스이며 일반 자동이체 서비스, 제2항의 매일
꾹 적립 플랜 및 제3항의 계좌 자투리 플랜과 중복하여 등록할 수 없습니다.
② 『매일 꾹 적립 플랜』은 고객이 이 적금 신규 시 지정한 금액을 매일 고객이 은행에 통지하는 적립 여부에 따라 이 적금으로 이체하는 자동이체 서비스 이며 아래 각 호와 같이 제공합니다.
1. 은행은 고객이 전자적인 방법으로 은행에게 적립 여부를 통지하면 대상 거래가 발생한 것으로 인식하고 이체를 처리합니다.
2. 제1호의 전자적인 방법은 스마트뱅킹의 전자금융채널 또는 고객이 등록한 스마트폰으로 전송된 적립여부 확인 메시지[PUSH 알림]에 대한 응답 으로 합니다.
3. 『매일 꾹 적립 플랜』에 의한 자동이체 등록은 일반 자동이체 서비스, 제 1항의 매일 자동적립 플랜 및 제3항의 계좌 자투리 플랜과 중복하여 등록할 수 없습니다.
③ 『계좌 자투리 플랜』은 고객이 이 적금 신규 시 선택한 자투리 금액 단위 미만의 잔액을 매일 이 적금으로 이체하는 자동이체 서비스이며 아래
각 호와 같이 제공합니다.
1. 고객이 선택 가능한 자투리 금액 단위는 1천원, 1만원입니다.
2. 자동이체 시점에 출금계좌의 잔액이 자투리 단위 금액 미만의 잔액이 있
을 때에는 이체되지 않습니다.
3. 『계좌 자투리 플랜』에 의한 자동이체 등록은 일반 자동이체 서비스, 제1 항의 매일 자동적립 플랜 및 제2항의 매일 꾹 적립 플랜과 중복하
여 등록할 수 없습니다."
우리은행,적금,「우리 200일 적금」 특약,제10조,이자지급 방법,이 적금의 이자는 만기에 일시 지급됩니다.
우리은행,적금,「우리 200일 적금」 특약,제11조,중도해지 이자율,이 적금의 신규일로부터 100일 미만에 지급을 청구할 때에는 신규일 당시 영업점 및 인터넷 홈페이지에 고시한 중도해지 이자율을 적용합니다(이 적금의 신규일로부터 100일 이상 경과 후 지급 청구 시 적용되는 이율은 중도해지이율이 아닌 제7조의 기본금리와 제8조의 우대금리를 합산한 이율이 적용됨).
우리은행,적금,「우리 200일 적금」 특약,제12조,만기 후 이자율,이 적금은 만기 후 해지 시 만기일 당시 영업점 및 인터넷 홈페이지에 고시한 만기 후 이자율을 적용합니다.
우리은행,적금,「우리 200일 적금」 특약,제13조,세제혜택,이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「우리 200일 적금」 특약,제14조,계약 해지방법,"이 적금은 은행 창구 방문 및 인터넷·스마트뱅킹을 통한 해지가 가능합니다.
※ 만기가 휴일인 경우, 전 영업일에 해지를 할 경우 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수로 계산하여 지급"
우리은행,적금,「우리 200일 적금」 특약,제15조,중도인출,"이 적금은 초입금을 제외한 지정 입금 건별로 중도인출이 가능하며, 만기해지 포함 총 3회로 한정됩니다. 이 때, 중도인출금액에 대해서 중도해지이율을 적용합니다."
우리은행,적금,「우리 200일 적금」 특약,제16조,명의변경,이 적금은 양도에 의한 명의변경이 불가합니다.
우리은행,적금,「우리 200일 적금」 특약,제17조,제한사항,"① 이 적금은 공동명의로 가입할 수 없습니다.
② 이 적금은 만기 앞당김이 불가합니다.
부칙 (변경사항) 기가입고객 변경일 내 용 관련조항 적용여부
2020. 09. 23 약관 제정 - -
2021. 06. 11 부가서비스 변경 제 9조 N"
우리은행,적금,「우리Magic적금by롯데카드」특약,제1조,약관의 적용,"「우리 Magic 적금 by 롯데카드」 (이하 ‘이 적금’) 의 거래는 이 특약을 적용하며,
이 특약에서 정하지 않은 사항은 「예금거래기본약관」, 「적립식예금약관」, 「계좌 간자동이체 약관」을 적용합니다."
우리은행,적금,「우리Magic적금by롯데카드」특약,제2조,가입대상,이 적금의 가입대상은 실명의 개인으로 1인 1계좌만 가입할 수 있습니다.
우리은행,적금,「우리Magic적금by롯데카드」특약,제3조,저축방법,이 적금은 정액적립식으로 가입할 수 있습니다.
우리은행,적금,「우리Magic적금by롯데카드」특약,제4조,저축한도,이 적금은 월 50만원 이하의 지정금액으로 적립 가능합니다.
우리은행,적금,「우리Magic적금by롯데카드」특약,제5조,저축기간,이 적금의 저축기간은 12개월입니다.
우리은행,적금,「우리Magic적금by롯데카드」특약,제6조,기본금리,"이 적금에는 가입일 당시 우리은행 영업점 및 홈페이지에 고시된 기본금리가 적용됩니
다."
우리은행,적금,「우리Magic적금by롯데카드」특약,제7조,우대금리,"이 적금에는 상품 가입 월 다음 월말까지 다음 아래 항목 ①, ②를 모두 충족하
고 만기해지 시점까지 모두 유지한 경우 가입일 당시 우리은행 영업점 및 홈페 이지에 고시한 우대금리가 적용됩니다.
단, 계약기간 만료 전 중도해지한 계좌에 대해서는 적용하지 않습니다.
① 우리오픈뱅킹 서비스주1) 가입
② 우리은행 상품·서비스 마케팅 동의(전화(휴대폰) 및 SMS 항목 필수) 주1) 오픈뱅킹 서비스 : 오픈뱅킹 공동업무에 참가하는 금융회사의 금융 서비스를 표준화된 형태로 제공하는 금융 서비스"
우리은행,적금,「우리Magic적금by롯데카드」특약,제8조,특별우대금리,"이 적금의 특별우대금리는 「우리은행 제휴 롯데카드 발급 전용 웹페이지」에서 신용카드(이하 “롯데카드”)를 발급받고 아래의 조건을 충족할 경우 제공되는 금리입 니다.
(단, 우리은행 및 롯데카드에 개인(신용)정보 제3자 제공 동의한 경우에 한함)
① 이 적금의 가입 월 다음 월말까지 롯데카드를 발급받고, 롯데카드를 보유하면
서 롯데카드의 결제계좌를 만기해지 시점까지 우리은행 입출금 통장으로 지정
및 유지해야 합니다. 단, 이 적금 가입시점에 대상 롯데카드를 보유하지 않거나 롯데카드의 결제계좌가 우리은행 입출식 통장으로 지정되지 않은 경우, 적금 가입 월의 다음 월말까지 롯데카드를 발급받거나 롯데카드의 결제계좌를 우리은행으로 변경한 경우도 조건 충족으로 인정됩니다.
② 계약기간 만료 전 중도해지한 계좌에는 적용하지 않습니다.
③ 아래 표의 신용카드주3) 및 자동이체 실적에 따라 가입일 당시 우리은행 영업점 및 홈페이지에 고시한 특별우대금리를 제공합니다.
구 분 제공 조건 ‣ 이 적금 가입일 월초부터 최종만기일 롯데카드사 기준
전 월말까지 6백만원 이상 신용카드주3) 사용 및신규고객주1) 자동이체 매월 1건 이상 보유주4) ‣ 이 적금 가입일 월초부터 최종만기일 롯데카드사 기준
전 월말까지 10백만원 이상 신용카드주3) 사용 및기존고객주2) 자동이체 매월 1건 이상 보유주4) 주1) 이 적금 가입 월 직전 3개월 동안 롯데카드사의 신용카드 승인이력이 없는 고객이 이 적금 가입 월의 다음 월말까지 롯데카드를 발급받은 경우 적용 주2) 주1)에 해당하지 않는 롯데카드사의 신용카드 기존 이용고객이 이 적금 가입 월의 다음 월말까지 롯데카드를 발급받은 경우 적용 주3) 신용카드(롯데카드사의 모든 신용카드) 사용액은 이 적금 가입일 월초부터 최종만기일 전 월말까
지 ‘예금주 본인 개인명의’의 신용카드 사용액(매출 승인 기준)에 따른 이용액만 해당 됨. 현금서비 스, 카드론, 신용대출, 본인카드에 연결된 가족카드 이용액, 체크/선불카드 이용액, 개인사업자의 기업카드이용액, 매출 취소액은 실적산정에서 제외 주4) 자동이체 실적 : 통신료(유·무선 전화요금, 케이블TV, IPTV등), 아파트관리비, 도시가스, 전기요금 자동이체 실적만 인정되며, 이 적금 가입일 2개월 후부터 최종만기일 전 월말까지 5개월 이상 자동이체 완료 되어야만 우대적용"
우리은행,적금,「우리Magic적금by롯데카드」특약,제9조,이자지급방법,이 적금의 이자는 만기에 일시지급 됩니다.
우리은행,적금,「우리Magic적금by롯데카드」특약,제10조,중도해지 이자율,이 적금을 만기일 전에 지급 청구할 때에는 가입일 당시 우리은행 영업점 및홈페이지에 고시한 중도해지 이자율을 적용합니다.
우리은행,적금,「우리Magic적금by롯데카드」특약,제11조,만기 후 이자율,"구 분: 제공 조건

이 적금을 만기 후에 해지할 때에는 만기일 당시 우리은행 영업점 및 홈페이지에 고시한 만기 후 이자율을 적용합니다."
우리은행,적금,「우리Magic적금by롯데카드」특약,제12조,세제혜택,이 적금은 가입자 본인의 한도 내에서 비과세종합저축으로 가입할 수 있습니다.
우리은행,적금,「우리Magic적금by롯데카드」특약,제13조,계약해지방법,"이 적금은 우리은행 영업점 및 인터넷⦁스마트뱅킹을 통한 해지가 가능합니다.
※ 만기가 휴일(대통령령에 의한 관공서의 공휴일, 토요일, 근로자의날)인 경우,
전 영업일에 해지할 경우 ‘만기앞당김 지급’과 ‘중도해지’가 아닌 ‘만기해지’로 적용되며, 이자는 일수로 계산하여 지급"
우리은행,적금,「우리Magic적금by롯데카드」특약,제14조,제한사항,"이 적금은 공동명의 가입 및 양도에 의한 명의 변경이 불가합니다.
부 칙 (변경사항)
기 가입고객 변경일 내 용 관련조항 적용여부
2021.04.19. 약관 제정 - - 우대금리 변경 제7조 미적용 특별우대금리 변경 제8조 미적용"
우리은행,적금,「우리Magic적금by롯데카드」특약,제5조,,
우리은행,적금,「우리Magic적금by롯데카드」특약,제6조,2024.05.16.,
우리은행,적금,「우리Magic적금by롯데카드」특약,제7조,단순 문구 변경 적용,
우리은행,적금,「우리Magic적금by롯데카드」특약,제8조,,
우리은행,적금,「우리Magic적금by롯데카드」특약,제10조,,
우리은행,적금,「우리Magic적금by롯데카드」특약,제11조,,※ 본 서류는 법령 및 내부통제기준에 따른 절차를 거쳐 금융소비자에게 제공되는 문서입니다.
우리은행,적금,「우리 SUPER주거래 적금」특약,제1조,약관의 적용,"「우리 SUPER주거래 적금」 (이하 ‘이 예금’)의 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은 「예금거래기본약관」 , 「적립식예금약관」을 적용합니다."
우리은행,적금,「우리 SUPER주거래 적금」특약,제2조,가입대상,이 예금의 가입대상은 실명의 개인으로 합니다.
우리은행,적금,「우리 SUPER주거래 적금」특약,제3조,저축기간 및 방법,"① 이 예금의 저축기간은 1년, 2년, 3년입니다.
② 이 예금은 정액적립식 또는 자유적립식으로 가입할 수 있습니다."
우리은행,적금,「우리 SUPER주거래 적금」특약,제4조,적립한도,"① 정액적립식 : 월 50만원 이하의 지정금액으로 적립 가능합니다.
② 자유적립식 : 매월 50만원 이하로 자유롭게 적립 가능합니다."
우리은행,적금,「우리 SUPER주거래 적금」특약,제5조,기본이율,이 예금의 기본이율은 신규일 당시 우리은행 영업점 및 홈페이지에 고시된 계약기간별 기본이율을 적용합니다.
우리은행,적금,「우리 SUPER주거래 적금」특약,제6조,우대이율,"이 예금은 아래의 각 호별 조건을 충족하는 경우, 각 호별 신규일 당시 우리은행 영업점
및 홈페이지에 고시된 우대이율을 제공합니다. 단, 계약기간 만기 전 중도해지한 계좌에 대해서는 적용하지 않습니다.
1. 거래실적 인정기간1) 동안 우리은행 입출식 계좌에서 급여이체2) 또는 연금이체3) 실적이 있는
월 수가 계약 기간의 1/2 이상인 경우
2. 거래실적 인정기간1) 동안 우리은행 입출식 계좌에서 공과금 자동이체 출금 실적이 있는
월 수가 계약 기간의 1/2 이상인 경우
3. 거래실적 인정기간1) 동안 우리은행 입출식 계좌에서 우리카드사 신용/체크카드 결제금액 10만원 이상 출금 실적이 있는 월 수가 계약 기간의 1/2 이상인 경우
4. 우리은행 상품·서비스 마케팅 동의 항목 중 전화(휴대폰) 및 SMS 항목을 모두 동의한 후 만기해지 시점까지 유지한 경우
5. 이 예금 가입 시 금리쿠폰4)을 적용한 경우

주1) 거래실적 인정기간
- 신규일이 포함된 달로부터 만기일이 속한 달의 전전달까지의 기간 주2) 급여이체 실적
- 아래 중 하나 이상 충족한 경우(단, 개인명의의 계좌에서 이체된 자금은 실적인정에서 제외)
1. 고객이 지정한 이체일 기준으로 50만원 이상 입금한 경우 (지정한 이체일에 입금되어야 인정되며 지정한 이체일이 휴일(‘관공서의 공휴일에 관한 규정’에 의한 관공서의 공휴일, 토요일, 근로자의날)인 경우 전/후 영업일에 입금된 경우도 포함하여 이체 여부를 확인)
2. 적요란의 문구에 “급여”, “월급”, “급료”, “수당”이 인쇄된 이체실적이 월 50만원 이상인 경우
3. 적요란의 문구에 고객기본정보의 직장명과 동일하게 인쇄된 이체실적이 월 50만원 이상인 경우 주3) 연금이체 실적
- 국민연금, 공무원연금, 사학연금, 군인연금, 보훈연금 입금 시주4) 금리쿠폰
- 금리쿠폰은 이벤트 진행 시에만 사용 가능하며, 우리은행 영업점 및 인터넷(스마트) 홈페이지를 통해 적용 가능한 쿠폰금리 및 세부사항 확인 가능"
우리은행,적금,「우리 SUPER주거래 적금」특약,제7조,이자의 적용 및 지급,"① 이 예금의 적용금리는 제5조의 기본이율에 제6조의 우대이율을 더하여 결정됩니다.
② 이 예금의 이자지급방법은 만기일시지급식으로 합니다."
우리은행,적금,「우리 SUPER주거래 적금」특약,제8조,중도해지이율,이 예금은 중도해지 시 신규일 당시 영업점 및 인터넷 홈페이지에 고시한 일반정기적금 중도해지이율을 적용합니다.
우리은행,적금,「우리 SUPER주거래 적금」특약,제9조,만기 후 이율,이 예금은 만기 후 해지 시 만기일 당시 영업점 및 홈페이지에 고시한 일반 정기적금 만기 후 이율을 적용합니다.
