은행,상품종류,상품이름,조항,조항이름,조항내용
KB_bank,예/적금,KB우대저축통장특약,1,적용범위,"KB우대저축통장(이하 '이 통장'이라 합니다)거래는 이 특약을 적용
하며 이 특약에서 정하지 않은 사항은 예금거래기본약관 및 입출
금이자유로운예금약관을 적용합니다."
KB_bank,예/적금,KB우대저축통장특약,2,가입대상,이 통장의 가입대상은 실명의 개인으로 합니다.
KB_bank,예/적금,KB우대저축통장특약,3,예금과목,이 통장의 예금과목은 저축예금으로 합니다
KB_bank,예/적금,KB우대저축통장특약,4,거래개시,이 통장의 최초입금액은 은행에서 따로 정한 금액이상으로 합니다.
KB_bank,예/적금,KB장병내일준비적금」 특약,1,적용범위,"① “KB장병내일준비적금(이하 ‘이 적금’이라 합니다)” 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은
사항은 예금거래기본약관 및 적립식예금약관을 적용합니다.
② 이 적금의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 전자금융거래기본약관을 적용합니다."
KB_bank,예/적금,KB장병내일준비적금」 특약,2,가입대상,"① 이 적금의 가입대상은 실명의 개인으로 가입시점에 아래 1), 2) 조건을 모두 충족하는 현역병, 상근예비역,
의무경찰, 해양의무경찰, 의무소방원, 사회복무요원, 대체복무요원에 한합니다.
1) 이 적금 신규일 기준으로 남은 의무복무기간이 1개월 이상
2) 가입대상임을 증빙하는 ‘장병내일준비적금 가입자격 확인서’(주) 원본 제출
단, 조세특례제한법 제129조의2에 따른 금융소득종합과세 대상자는 1),2)조건 모두 충족하여도
가입 불가
(주)비대면 신규시 온라인 자격검증서비스*로 제출된 ‘장병내일준비적금 가입자격 확인서’도 사용 가능
온라인 자격검증서비스를 이용하기 위한 개인정보제공으로 필요시에는 ‘[필수]개인(신용)정보 제3자 제공
동의서 (가입자격확인용)’ 동의 필요
* 온라인 자격검증서비스 : 유무선 인터넷 웹사이트 및 스마트폰 Application 등에서 본인의 분산 식별자
(DID: Decentralized Identifiers)와 디지털증명서(VC: Verifiable Credentials) 사본을
제출해 상품 가입 자격을 검증하는 서비스
② 이 적금은 공동명의로 가입할 수 없으며, 양도가 불가합니다.
③ 이 적금은 금융기관별 1인 1계좌만 가입 가능합니다."
KB_bank,예/적금,KB장병내일준비적금」 특약,3,예금과목 및 계약기간,"① 이 적금의 예금과목은 정기적금으로 하며, 계약기간은 1개월~24개월 이내 일단위로 합니다.
② 이 적금의 만기일은 고객의 전역예정일(또는 소집해제예정일)로 합니다."
KB_bank,예/적금,KB장병내일준비적금」 특약,4,저축금액 및 저축방법,"① 이 적금의 초입금 최저금액은 0원 이상, 2회차 이후 저축금액은 1,000원 이상 원단위로, 고객이 설정한
은행별 비과세 저축한도 범위내에서 매월(월 초일부터 말일까지) 30만원 이하 금액을 만기일 전일까지
자유롭게 저축할 수 있습니다.
② 이 적금의 금융기관 합산 저축한도는 고객별 월 55만원이며, 동 저축한도를 초과하지 않는 범위 내에서
한 은행의 월 저축한도는 최고 30만원까지 설정 및 입금이 가능합니다."
KB_bank,예/적금,KB장병내일준비적금」 특약,5,이율의 적용,"① 이 적금의 만기이율은 기본이율과 우대이율을 합하여 계약기간 동안 적용합니다.
② 이 적금의 이율은 신규가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율을 적용하며,
우대이율은 제6조에서 정하는 조건을 충족하는 경우 적용합니다."
KB_bank,예/적금,KB장병내일준비적금」 특약,6,우대이율,"아래 항목별로 제공조건을 충족하는 경우 신규가입일 당시 영업점 및 KB국민은행 홈페이지에 게시한
우대이율(최고 연 3.0%p)을 적용합니다. 단, 모든 우대이율은 계약기간이 3개월 이상, 만기해지 계좌에 대하여
계약기간 동안 적용합니다.
급여이체 적금 신규월 초일부터 만기일 기준 전전월 말일까지 고객이 가입한 적금 계약기간
실적 (월 환산)의 2/3에 해당하는 기간 동안, 고객의 KB국민은행 입출금통장으로 급여이체
(연0.6%p) 실적이 매월 10만원 이상인 경우
주택청약
종합저축 적금 만기일 기준 전전월 말일을 기준으로, 고객이 KB국민은행 주택청약종합저축
계좌보유 (청년 주택드림 청약통장 포함) 계좌를 보유한 경우
(연0.2%p)
적금 신규월 초일부터 만기일 기준 전전월 말일까지 KB국민나라사랑카드(체크)
나라사랑카드
이용실적이 1회 이상 발생하고 적금 만기일 기준 전전월 말일까지
(연0.5%p)
KB국민나라사랑카드(체크)를 보유한 경우
기초생활수급자 적금만기일 기준 전전월 말일을 기준으로 영업점 방문 후 본인 명의 ‘수급자증명서’ 또는
(연3.0%p) ‘사회보장급여 중지통지서(중지사유:군입대)’를 제출한 경우"
KB_bank,예/적금,KB장병내일준비적금」 특약,7,세율의 적용,"① 이 적금은 비과세저축으로만 가입이 가능하며, 이 적금에서 발생하는 이자소득에 대해서는 소득세 및
농어촌특별세가 부과되지 않습니다. 다만, 관련 세법(‘조세특례제한법’ 및 ‘농어촌특별세법’)이 개정될 경우
세금이 부과될 수 있습니다.
② ①항에도 불구하고 다음 각 호에 해당되는 경우 소득세가 부과됩니다.
1. ‘조세특례제한법’에서 정하는 과세특례 요건을 충족하지 못하는 경우 이 적금에서 발생하는 이자에
대해서는 소득세가 부과됩니다.
2. 이 적금의 만기일 이후 발생하는 이자에 대해서는 소득세가 부과됩니다."
KB_bank,예/적금,KB장병내일준비적금」 특약,8,제한사항,"① 이 적금은 일부해지 및 계약기간 변경은 불가하나, 질권설정은 가능합니다.
② 이 적금은 ‘장병내일준비적금 가입자격 확인서’ 원본을 고객으로부터 받아서 신규 시 가입대상 여부를
확인하여야 합니다.
③ 이 적금을 ’25.1.1까지 가입한 계좌는 1회에 한하여 비과세저축 한도를 변경할 수 있습니다.
단, ’25.1.1까지의 비과세저축 한도변경 이력은 횟수에 포함하지 않습니다.
④ 이 적금의 신규일이 ’25.1.2 이후인 계좌는 비과세저축 한도변경이 불가합니다.
⑤ 이 적금의 비과세저축 한도는 5만원 단위로만 설정이 가능합니다.
단, 이 적금을 ’25.1.1까지 가입한 계좌는 기존에 설정한 비과세저축 한도를 유지할 수 있습니다."
KB_bank,예/적금,KB장병내일준비적금」 특약,9,1% 이자지원금,"① 1% 이자지원금이란, ‘장병내일준비적금’ 가입자의 목돈 마련 지원을 위한 국가 예산으로
지급되는 정부지원금으로 적금 신규일로부터 만기일까지 납입금액 건 별로 실제 예치일수 기간 동안
연 1%p를 적용하여 계산된 금액입니다. (’21.10.14 기준 만기도래 된 만기해지계좌부터 지급하며,
’23.12.31까지 입금분에 한해서만 적용)
② 지급대상은 이 적금 예금주로서 아래 1), 2)조건을 모두 충족하는 경우입니다.
1) 만기계좌
2) 만기계좌 해지 시 전역일이 명기된 확인서 원본 제출
(전역증, 병역증, 병적증명서, 복무사실확인서(대체복무요원만 가능) 中 택1)
단, 비대면 해지 시에는 온라인 자격검증서비스로 제출된 ‘장병내일준비적금 전역 확인서’로 전역일을
확인하며 이 경우 전역일이 명기된 확인서 원본 제출은 생략 가능
※ 이 적금은 비과세 저축으로만 가입 가능한 과세특례 전용상품으로, 관련 세법에 따라 과세특례 적용이
불가능한 가입자의 경우 1% 이자지원금 지급 불가"
KB_bank,예/적금,KB장병내일준비적금」 특약,10,매칭지원금,"① 매칭지원금이란, ‘장병내일준비적금’ 가입자의 목돈 마련 지원을 위한 국가 예산으로 지급되는 사회복귀
준비금으로, 지급금액은 ’22.1.1 시행일 이후 납입 당시 관련 법령에서 정한 금액으로 합니다.
② 매칭지원금의 지급대상 및 지급조건은「제9조 1% 이자지원금」에서 규정한 조건과 동일합니다.
③ 매칭지원금은 만기해지시 은행에 제출한 수령희망계좌로 국방부(국군재정관리단) 및 병무청에서 직접
지급하는 지원금입니다.
④ 매칭지원금은 정책 및 관련 법령 등의 변경에 따라 시기별로 지원금액이 상이할 수 있으며, 지급이 중단될
수 있습니다. 지원금액 변경내용은 국방부 나라사랑포털 및 은행 홈페이지 공지사항 또는 병역법 시행령
등을 통해 확인할 수 있습니다.
⑤ 매칭지원금 지급 시행일은 2022.1.1 이며, 시행일 이후 납입하는 금액부터 적용됩니다.
단, 이 적금은 비과세 저축으로만 가입 가능한 과세특례 전용상품으로, 관련 세법에 따라 과세특례 적용이
불가능한 가입자의 경우 매칭지원금 지급 불가합니다."
KB_bank,기타,KB종합통장특약,1,적용범위,"KB종합통장(이하 '이 통장'이라 합니다)거래는 이 특약을 적용하며
이 특약에서 정하지 않은 사항은 예금거래기본약관, 입출금이자유
로운예금약관, 거치식·적립식예금약관, 신탁별약관, 주택채권등록필
증약관, 관계법령 및 계좌간자동이체약관을 적용합니다."
KB_bank,기타,KB종합통장특약,2,통장의 구성,"이 통장은 보통예금·저축예금·가계당좌예금·기업자유예금 중 하나
를 모계좌로 하고, 모계좌와 한통장을 사용하는 연결계좌와 별도
통장을 사용하는 연결계좌로 구성합니다."
KB_bank,기타,KB종합통장특약,3,자동이체,"거래처의 자동이체 신청이 있으면 은행은 계좌간자동이체약관에
따라 처리합니다."
KB_bank,기타,KB종합통장특약,4,관련대출,"거래처는 은행이 정하는 방법 및 절차에 따라 대출을 받을 수 있
습니다."
KB_bank,기타,KB종합통장특약,5,해지,"① 이 통장의 거래는 모계좌를 해지할 때 끝나며, 이때 거래처는
관련 대출금을 갚아야 합니다.
② 거래처가 이 통장과 한 통장으로 이용하는 연결계좌를 계속 거
래할 것을 요청할 때는 은행은 별도의 통장 또는 증서를 내줍니다."
KB_bank,기타,「KB able Plus통장」 특약,1,적용범위 및 용어의 정의,"① KB able Plus통장(이하 “이 통장”이라 합니다) 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은
사항은 예금거래기본약관 및 입출금이 자유로운 예금약관을 적용합니다.
② 본 특약에서 “위탁증거금”이라 함은, 이 통장의 예금잔액 중 증권거래계좌와 관련하여 가입자가
증권사에 매수거래를 위탁한 때 증권사의 요청에 의해 이체 시까지 지급 정지한 자금을 말하는 것으로,
현금증거금만을 의미하며 재사용분 및 대용분을 제외합니다."
KB_bank,기타,「KB able Plus통장」 특약,2,가입대상,이 통장의 가입대상은 거주자로서 국민인 실명의 개인으로 합니다.
KB_bank,기타,「KB able Plus통장」 특약,3,예금과목,"이 통장의 예금과목은 보통예금, 저축예금으로 합니다."
KB_bank,기타,「KB able Plus통장」 특약,4,적용이율,이 통장의 적용이율은 결산일 현재 영업점에 고시한 예금과목별 기본이율을 적용합니다.
KB_bank,기타,「KB able Plus통장」 특약,5,예금의 구성 및 운용,"① 이 통장은 증권사의 증권거래계좌 및 CMA계좌와 함께 구성됩니다.
② 이 통장 및 증권거래계좌의 명의는 동일하여야 하며 신규 개설 시 최초 입금액은 제한이 없습니다.
③ 이 통장을 해지하거나 다른 통장으로 전환하는 경우에는 증권거래계좌 및 CMA계좌를 함께
해지하여야 하며, 증권거래계좌에 위탁증거금 등 권리관계가 존재하여 해지할 수 없는 사유가 발생한
경우에는 해지조건이 완성된 후 이 통장을 해지(또는 전환)합니다.
④ 이 통장은 통장자동대출(한도거래) 계좌로 사용할 수 없습니다."
KB_bank,기타,「KB able Plus통장」 특약,6,증권관련자금 등의 정산,"① 증권의 매수 및 청약 등에 의한 자금은 이 통장계좌를 통하여 정산되며, 이때 통장이나 지급청구서
없이 증권거래계좌로 이체합니다.
② 증권의 매도 등 증권거래계좌의 출금 가능한 자금은 즉시 이 통장으로 이체합니다."
KB_bank,기타,「KB able Plus통장」 특약,7,예금잔액 부족 때의 처리,"이 통장의 잔액이 제6조의 지급요청 금액에 미달되면 잔액 범위 내에서 지급하며, 부족자금이 입금되면
증권사의 요청에 따라 해당 금액을 지급합니다."
KB_bank,기타,「KB able Plus통장」 특약,8,증권매수자금 등의 지급정지,"이 통장의 잔액 중 증권거래계좌와 관련하여 이 통장 가입자가 증권사에 매수거래 등을 위탁한 때 이에
해당하는 자금(증권매수자금)중 위탁증거금은 증권사의 요청에 의해 이체 시까지 지급 정지합니다."
KB_bank,기타,「KB able Plus통장」 특약,9,금융거래정보 등의 제공,"이 통장 가입자는 은행이 이 통장과 관련된 금융거래정보 등을 증권사에 제공하는 것에 동의하며
증권거래계좌 개설에 따른 실명확인은 은행이 대행합니다."
KB_bank,기타,「KB able Plus통장」 특약,10,수수료면제 서비스,"이 통장 가입고객에게는 은행거래실적에 따라 수수료면제 서비스가 제공됩니다. 실적 발생 및
수수료면제는 이 통장 기준이며, 수수료면제 잔여횟수는 이월되지 않습니다.
① 면제조건: 전월 중 이 통장에서 아래 항목 중 하나 이상의 실적이 발생된 경우
② 면제기간: 이번 달 11일부터 다음 달 10일까지
③ 면제대상 수수료 및 면제횟수
④ 이 통장의 신규(전환)일로부터 다음 다음 달 10일까지는 면제조건에 관계 없이 수수료면제 서비스를
제공합니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,1,적용범위,"① KB Star 정기예금(이하 '이 예금'이라 합니다)거래는 이 특약을 적용하며, 이 특약에서 정하지 않은 사항은
예금거래기본약관 및 거치식예금약관을 적용합니다.
② 이 예금의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 전자금융거래기본약관 및
전자금융서비스기본약관을 적용 합니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,2,거래방법,"① 이 예금은 인터넷뱅킹, KB 스타뱅킹, 콜센터를 통해서만 신규 가입이 가능합니다.
② 이 예금은 인터넷뱅킹, KB 스타뱅킹, 영업점 창구를 통해서만 해지가 가능합니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,3,가입대상,이 예금의 가입자는 개인 및 개인사업자로 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,4,계정과목,이 예금의 계정과목은 정기예금으로 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,5,계약기간,이 예금의 계약기간은 1개월 이상 36개월 이내의 월단위로 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,6,저축방법,이 예금은 신규 시 1백만원 이상을 예치하여야 합니다.
KB_bank,예/적금,「KB Star 정기예금」 특약,7,이율의 적용,"① 이 예금의 이율은 신규 및 자동재예치 시 인터넷 홈페이지(www.kbstar.com) 및 영업점에 게시된 이율을
적용 합니다.
② 제1항의 이율을 적용함에 있어 거래처가 중도해지 또는 만기후해지 하는 경우는 신규 및 자동재예치 시
인터넷 홈페이지(www.kbstar.com) 및 영업점에 게시된 중도해지이율 또는 만기후이율을 적용합니다.
③ 이 예금의 신규 시 금리우대쿠폰을 적용한 경우 쿠폰 우대금리를 기본이율에 가산합니다.
※ 금리우대쿠폰 우대금리는 신규 당시 적용한 쿠폰의 우대금리를 따르며, 세부 사항은 금리우대쿠폰에서
확인 가능합니다.
※ 금리우대쿠폰은 신규 시에만 사용 가능하며 재예치 또는 중도해지 시에는 적용되지 않습니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,8,이자지급방법,"이 예금의 이자는 신규 및 자동재예치 시 인터넷 홈페이지(www.kbstar.com) 및 영업점에 게시한 이율로
셈하여 만기에 원금과 함께 지급합니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,9,자동해지,"① 만기해지방법 설정구분을 ‘자동해지’로 선택한 경우 만기일에 최초 신규 시 출금계좌로 자동해지 입금 처리
됩니다.
② 만기해지방법은 인터넷뱅킹, KB스타뱅킹, 영업점, 콜센터를 통해 만기일 전일까지 변경이 가능합니다.
③ 제 1항에도 불구하고 은행이 아래에서 정한 자동해지 제외사유에 해당하는 경우에는 고객이 자동해지를
신청했더라도 자동해지 처리가 되지 않으며 신규 및 자동재예치 시 안내된 방법을 통해 개별통지 됩니다.
가. 자동해지 대상 계좌 및 출금계좌에 법적지급제한, 지급 및 해지제한이 되어 있는 경우
나. 출금계좌가 해지된 경우
④ 제 3항에 의해 자동해지 처리가 되지 않은 계좌는 만기일 이후 경과기간에 대해서는 만기후이율이
적용됩니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,10,자동재예치,"① 만기해지방법 설정구분을 ‘자동재예치(원금)’ 혹은 ‘자동재예치(원금+이자)’로 선택한 경우에 한해 재예치
처리 됩니다.
② 만기해지방법은 인터넷뱅킹, KB스타뱅킹, 영업점, 콜센터를 통해 만기일 전일까지 변경이 가능합니다.
③ 계약기간 등의 계약조건은 직전의 계약조건과 동일하게 적용되며, 적용이자율은 재예치 당시 인터넷 홈페이지
및 영업점에 게시된 이율을 적용합니다.
④ 재예치기간은 당초 계약기간을 포함하여 최장 10년 까지 가능합니다.
⑤ 제 1항에도 불구하고 은행이 아래에서 정한 재예치 제외사유에 해당하는 경우에는 고객이 재예치를
신청했더라도 재예치 처리가 되지 않으며 신규 및 자동재예치 시 안내된 방법을 통해 개별통지 됩니다.
가. 재예치 가능기간(최장 10년)이 경과 될 경우
나. 재예치 대상 계좌 및 출금계좌에 법적지급제한, 지급 및 해지제한이 되어 있는 경우
다. 출금계좌가 해지된 경우
⑥ 제 5항에 의해 재예치 처리가 되지 않은 계좌는 만기일 이후 경과기간에 대해서는 만기후이율이 적용됩니다."
KB_bank,예/적금,「KB Star 정기예금」 특약,11,분할인출,"① 이 예금은 가입일로부터 1개월이상 경과된 계좌에 한하여 계좌별로 3회(해지 포함)까지 분할인출이
가능합니다.
② 이 예금을 만기일(또는 재예치 만기일)전에 분할인출하는 경우 분할인출금액에 대한 이자는 가입 당시
예치기간별 기본이율을 단리로 적용합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,1,적용범위,"① “KB Young Youth 적금(이하 ‘이 적금’이라 합니다)” 거래는 이 특약을 적용하며, 이 특약에서 정하지 않은
사항은 예금거래기본약관 및 적립식예금약관을 적용합니다.
② 이 적금의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,2,가입대상,"① 이 적금의 가입대상은 만 19세 미만 실명의 개인으로 합니다.
② 이 통장은 공동명의로 가입이 불가하며, 1인 1계좌만 가입 가능합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,3,예금과목 및 계약기간,"이 적금의 예금과목은 정기적금으로 하며, 계약기간은 1년으로 합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,4,저축방법 및 저축한도,"이 적금의 저축금은 초회 1만원 이상, 2회차 이후 회차별 1천원 이상 원단위로 매월(해당월의 초일부터
말일까지) 300만원 이하 금액을 만기 전일까지 자유롭게 저축할 수 있습니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,5,이율의 적용,"① 이 적금의 만기이율은 기본이율과 우대이율을 합하여 계약기간 동안 적용합니다.
② 이 적금의 이율은 신규가입일 또는 재예치일 당시 영업점 및 KB국민은행 홈페이지에 게시한 이율을 적용하며,
우대이율은 제6조에서 정하는 조건을 충족하는 경우 적용합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,6,우대이율,"이 적금은 아래의 항목에 해당하는 실적을 충족하는 경우 신규가입일 또는 재예치일 당시 영업점 및 KB국민은행
홈페이지에 게시한 우대이율을 제공합니다. 단, 모든 우대이율은 만기해지시에만 계약기간동안 적용합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,7,적금의 운용,"① 이 적금은 만기 재예치를 신청하는 경우에만 만기일에 해지 원금 및 세금을 공제한 이자를 이 적금 초회
저축금으로 하여 1년 단위로 자동 재예치합니다. 단, 만기일이 영업일이 아닌 경우 만기일 후 첫 영업일에
재예치됩니다.
② 자동재예치시 재예치 통지를 요청한 고객에게만 고객이 신청한 방법(SMS 또는 이메일)으로 통지합니다.
③ 이 적금은 최초 가입 후 또는 재예치 후 추가 저축이 없는 계좌, 조세특례제한법에 의해 가입한
비과세종합저축 계좌가 저축한도를 초과하는 경우 및 압류 등 사고신고 계좌, 만20세가 되는 해에 계약기간
만기일이 도래하는 계좌는 재예치 대상에서 제외되며, 재예치되지 않은 경우 제9조 ①항 2에 따라"
KB_bank,예/적금,「KB Young Youth 적금」 특약,9,의 서비스도 제공되지 않습니다.,"④ 재예치된 계좌의 이율은 재예치된 날을 가입일로 하여 제5조 및 제6조에 따라 적용이율을 정합니다.
⑤ 이 적금은 은행의 사정에 의해 판매 중단될 경우 판매중단일 이후 만기 도래되는 계좌에 대해서는 자동
재예치하지 않습니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,8,예금의 일부인출,"① 이 적금은 재예치된 계좌의 재예치금(해지 원금 및 세금을 공제한 이자) 중 일십만원을 제외한 금액
범위내에서 계약기간 중 1만원 단위로 총 2회까지 일부인출 할 수 있습니다.
② 재예치일부터 일부인출일 전날까지의 기간에 대해 재예치일 당시 영업점에 게시한 중도해지 이율로 셈한
이자를 일부 인출금액에 더하여 지급합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,9,자녀안심보험 가입서비스,"이 적금 가입자는 다음과 같이 은행에서 정한 방법에 따라 보험가입서비스를 받을 수 있습니다.
① 보험 가입 대상
1. 최초 가입계좌 : 신규 시 보험가입 및 개인(신용)정보의 제3자 제공에 동의한 고객
2. 재예치 계좌 : 제①항 제1호에 의한 보험 가입계좌 중 재예치일 현재 잔액이 100만원 이상인 계좌
※ 최초 가입 시 보험가입에 동의하지 않는 경우 재예치 시에도 보험서비스가 제공되지 않음
※ 7조 ③항 및 ⑤항에 따라 재예치 되지 않은 계좌는 보험서비스가 적용되지 않음
② 보험 서비스 내용
③ 보장 기간 : 보험 개시일은 적금 신규 다음 날로 하며, 보험개시일로부터 1년(자동 재예치 시 1년 단위
갱신)으로 합니다. 단, 보장기간은 적금 계약기간을 초과할 수 없으며, 적금의 중도해지 시에는 보험가입
서비스 제공이 중단됩니다.
④ 유의사항
보험담보위험, 보험금지급 등 위 보험가입서비스 제공과 관련된 사항은 해당 보험약관에서 정하는 바에
따르며, 보험약관은 '㈜DB손해보험 홈페이지(www.idbins.com) > 보험상품 > 제휴보험 > 국민은행 KB
Young Youth 적금'에서 확인하실 수 있습니다. 또한 가입자 본인의 보험 관련 상담은 보험가입 다음달 21일
이후 ㈜DB손해보험 고객상담센터(일반 및 보상문의 ☎1588-0100)에서 문의 가능합니다."
KB_bank,예/적금,「KB Young Youth 적금」 특약,10,명의변경,이 예금은 양도에 의한 명의변경이 불가합니다.
KB_bank,예/적금,「KB Young Youth 적금」 특약,11,거래방법,"이 적금의 신규 및 해지는 영업점 및 KB스타뱅킹을 통해 가능합니다. 단, 영업점 신규 및 법정대리인의
KB스타뱅킹에서 신규 시에는 영업점 방문을 통한 해지만 가능합니다."
KB_bank,기타,「KB Young Youth 통장」 특약,1,적용범위,"① “KB Young Youth 통장(이하 ‘이 통장’이라 합니다)” 거래는 이 특약을 적용하며, 이 특약에서 정하지
않은 사항은 예금거래기본약관 및 입출금이 자유로운 예금약관을 적용합니다.
② 이 통장의 거래에 있어서 발생하는 전자금융거래에 관한 사항은 「전자금융거래기본약관」을 적용합니다."
KB_bank,기타,「KB Young Youth 통장」 특약,2,가입대상,"① 이 통장의 가입대상은 만 19세 미만 실명의 개인으로 합니다.
② 이 통장은 공동명의로 가입이 불가하며, 「KB Young Youth 청소년통장」을 포함하여 1인 1계좌만 가입
가능합니다."
KB_bank,기타,「KB Young Youth 통장」 특약,3,예금의 전환,"① 이 통장에서 다른 통장으로의 전환 시 도래하는 결산일(매년 2월, 5월, 8월, 11월의 둘째 금요일)까지는
이 통장으로 재전환이 불가합니다.
② 이 통장은 매년 첫 영업일을 기준으로 가입자의 연령이 만 19세인 경우 「KB 국민ONE통장」으로 자동
전환됩니다. 다만 자동 전환 시에 「KB 국민ONE통장」을 이미 보유한 경우에는 「KB종합통장」으로
전환됩니다."
KB_bank,기타,「KB Young Youth 통장」 특약,4,예금과목,이 통장의 예금과목은 저축예금으로 합니다.
