chunk_id,doc_id_x,은행명,문서명,상품종류,상품이름,조항,조항이름,조항내용,doc_id_y
CHUNK_00011,DOC_00001,국민은행,청년 주택드림 청약통장약관,적금,청년주택드림청약통장,제 11조,기타,은행명: 국민은행 상품종류: 적금 상품이름: 청년주택드림청약통장 조항: 제 11조 조항이름: 기타 은행명: KBbank 상품종류: 적금 상품이름: 청년주택드림청약통장 조항: 제 11조 조항이름: 기타 이 저축은 금융소비자 보호에 관한 감독규정제2조제1항이 정하는 바에 따라 금융소비자 보호에 관한 법률의 적용을 받지 않습니다.,DOC_0001
CHUNK_00012,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 1조,적용범위,은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 1조 조항이름: 적용범위 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 1조 조항이름: 적용범위 직장인우대적금(이하 적금이라 합니다) 거래는 이 특약을 적용하며 이 특약에서 정하지 않은 사항은 예금거래기본약관 및 적립식예금약관을 적용합니다.,DOC_0002
CHUNK_00013,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 2조,가입대상,은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 2조 조항이름: 가입대상 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 2조 조항이름: 가입대상 이 적금의 가입대상은 실명의 개인으로 합니다.,DOC_0002
CHUNK_00014,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 3조,예금과목,은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 3조 조항이름: 예금과목 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 3조 조항이름: 예금과목 이 적금의 예금과목은 정기적금으로 합니다.,DOC_0002
CHUNK_00015,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 4조,계약기간,"은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 4조 조항이름: 계약기간 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 4조 조항이름: 계약기간 이 적금의 계약기간은 1년, 2년, 3년으로 합니다.",DOC_0002
CHUNK_00016,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 5조,저축방법 및 저축한도,"은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 5조 조항이름: 저축방법 및 저축한도 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 5조 조항이름: 저축방법 및 저축한도 ① 이 적금은 정액적립을 원칙으로 하되, 정해진 조건에 따라 추가적립이 가능합니다. ② 정액적립은 월 1만원 이상 3백만원 이하 원 단위로 매월 약정한 날짜에 동일한 금액을 저축하여야 합니다. ③ 추가적립은 저축일 현재 미납회차가 없는 계좌로 분기별 1회에 한하여 저축할 수 있으며, 저축금액은 월 적립 금액을 초과한 금액으로 5백만원 이하 원 단위입니다. 단, 만기 1개월전까지만 저축이 가능합니다.",DOC_0002
CHUNK_00017,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 6조,이자,은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 6조 조항이름: 이자 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 6조 조항이름: 이자 이 적금의 이자는 신규가입일 당시 영업점 및 KB국민은행 홈페이지에 게시된 이율(이하 기본이율이라 합니다)로 셈하여원금과 함께 지급합니다.,DOC_0002
CHUNK_00018,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 7조,우대이율,"은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 7조 조항이름: 우대이율 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 7조 조항이름: 우대이율 ① 이 적금은 신규가입일 당시 영업점 및 KB국민은행 홈페이지에 게시된 제2항의 직장인우대이율 내지 제3항 의 보너스 저축우대이율을 기본이율에 가산하여 적용합니다. 단, 모든 우대이율은 만기해지 계좌에 대하여 계 약 기간동안 적용합니다. ② 직장인우대이율은 이 적금 가입자가 신규일이 포함된 달부터 3개월이 경과한 달까지급여이체실적주) 월 합 산금액 50만원 이상또는KB국민카드 매입실적 월 합산금액 30만원 이상인 달이 1개월 이상인 경우 에 적용합니다. 주) 급여이체실적 인정기준 - KB국민은행과 급여이체 또는 대량이체 계약에 따른 급여성 선일자, 탑라인, 프리미엄뱅킹 등에 의한 급여 이체(단, 급여이체 인정금액은 건별 20만원 이상인 경우에 한함) ③ 보너스저축우대이율은 추가적립 금액에만 적용합니다. ④ 이 적금의 신규 시 금리우대쿠폰을 적용한 경우 쿠폰 우대금리를 기본이율에 가산합니다. 가. 금리우대쿠폰 우대금리는 신규 당시 적용한 쿠폰의 우대금리를 따르며, 세부 사항은 금리우대쿠폰에서 확인 가능합니다. 나. 금리우대쿠폰은 신규 시에만 사용 가능하며 중도해지시에는 적용되지 않습니다.",DOC_0002
CHUNK_00019,DOC_00002,국민은행,직장인우대적금특약,적금,직장인우대적금,제 8조,특별중도해지,"은행명: 국민은행 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 8조 조항이름: 특별중도해지 은행명: KBbank 상품종류: 적금 상품이름: 직장인우대적금 조항: 제 8조 조항이름: 특별중도해지 ① 계약기간의 1/2 이상을 경과한 계좌로 계약기간 중에 이 적금 가입자가 퇴직, 창업, 결혼, 출산, 이사, 3일 이상 입원한 경우 특별중도해지가 가능합니다. ② 특별중도해지 시에는 기본이율을 적용하며 제7조에서 정하는 우대이율은 가산하지 않습니다.",DOC_0002
CHUNK_00020,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 1조,약관의 적용,"은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 1조 조항이름: 약관의 적용 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 1조 조항이름: 약관의 적용 ① 주택청약종합저축(이하 이 저축이라 한다) 거래는 이 약관 및 예금거래기본약관, 적립식예금약관을 적용합니다. ② 제1항의 약관에서 정하지 않은 사항은 주택법, 주택공급에 관한 규칙, 조세 특례제한법, 소득세법및 국고금 관리법에서 정한 바에 따릅니다.",DOC_0003
CHUNK_00021,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 2조,가입대상,"은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 2조 조항이름: 가입대상 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 2조 조항이름: 가입대상 ① 이 저축의 가입대상은 국민인 개인(국내에 거주하는 재외동포 포함)이나 외국인 거주자로서 연령에 제한없이 가입이 가능합니다. ② 이 저축의 가입은 청약저축, 청약예금, 청약부금을 포함하여 전 금융기관 1인 1계 좌에 한합니다.",DOC_0003
CHUNK_00022,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 3조,납입기간,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 3조 조항이름: 납입기간 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 3조 조항이름: 납입기간 이 저축의 납입기간은 가입한 날부터 국민주택(분양전환되지 않는 임대주택은 제외) 과 민영주택의 입주자로 선정된 날까지로 합니다.,DOC_0003
CHUNK_00023,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 4조,월 납입금,"은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 4조 조항이름: 월 납입금 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 4조 조항이름: 월 납입금 이 저축의 월 납입금은 매월 약정납입일에 2만원 이상 50만원 이하로 합니다. 다만, 월 납입금의 총액이 주택공급에 관한 규칙에서 정한 민영주택 청약 예치기준금액의 최대한도인 1,500만원에 이를 때까지는 50만원을 초과하여 납입할 수 있습니다.",DOC_0003
CHUNK_00024,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 5조,이자 등,"은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 5조 조항이름: 이자 등 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 5조 조항이름: 이자 등 ① 이 저축의 이자는 입금한 월 납입금에 대하여 입금일부터 해지일 전일까지의 실 예치일수에 관계 법령에서 정하는 이율을 적용하여 원금과 함께 지급합니다. 다만, 가입일부터 1월 이내에 이 저축을 해지하는 경우에는 이자를 지급하지 아니합니다. ② 이 저축은 만기가 없는 상품으로서 중도해지이율 및 만기후 이율은 적용하지 않 습니다.",DOC_0003
CHUNK_00025,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 6조,지급시기,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 6조 조항이름: 지급시기 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 6조 조항이름: 지급시기 이 저축의 원금 및 이자는 가입자가 이 저축을 해지할 때 일시에 지급합니다.,DOC_0003
CHUNK_00026,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 7조,전환신규,"은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 7조 조항이름: 전환신규 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 7조 조항이름: 전환신규 기존 청약예금, 청약부금, 청약저축을 보유한 고객이 제2조제1항의 가입자격을 갖춘 경우 이 저축으로 전환신규가 가능하며, 전환신규한 계좌의 납입횟수, 저축총액, 가입기 간은 주택공급에 관한 규칙의 기준을 따릅니다.",DOC_0003
CHUNK_00027,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 8조,계좌부활,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 8조 조항이름: 계좌부활 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 8조 조항이름: 계좌부활 이 저축을 사용하여 당첨자로 선정되어 해약한 자가 사업주체의 파산으로 당해 주택 에 입주할 수 없게 될 경우 등 주택공급에 관한 규칙에서 정한 부활사유에 해당하 는 경우 동 계좌를 부활할 수 있습니다.,DOC_0003
CHUNK_00028,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 9조,소득공제,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 9조 조항이름: 소득공제 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 9조 조항이름: 소득공제 이 저축은 소득공제 가능한 상품으로 조세특례제한법제87조에서 정한 요건에 해 당하는 경우 소득공제 받으실 수 있습니다.,DOC_0003
CHUNK_00029,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 10조,양도 및 질권설정,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 10조 조항이름: 양도 및 질권설정 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 10조 조항이름: 양도 및 질권설정 이 저축은 양도하거나 제3자 담보제공을 위한 질권설정을 할 수 없습니다.,DOC_0003
CHUNK_00030,DOC_00003,국민은행,주택청약종합저축 약관,적금,주택청약종합저축,제 11조,기타,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 11조 조항이름: 기타 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 11조 조항이름: 기타 이 저축은 금융소비자 보호에 관한 감독규정제2조제1항이 정하는 바에 따라 금융소비자 보호에 관한 법률의 적용을 받지 않습니다.,DOC_0003
CHUNK_00031,DOC_00004,국민은행,국민수퍼정기예금 특약,적금,주택청약종합저축,제 9조,만기후이율,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 9조 조항이름: 만기후이율 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 9조 조항이름: 만기후이율 거래처가 만기일 후 지급청구할 때에는 만기일로부터 지급일 전일까지의 기간에 대해 신규 및 추가입금일 당시 영업점에 게시된 만기후 이율로 셈한 이자를 더하여 지급합니다.,DOC_0004
CHUNK_00032,DOC_00004,국민은행,국민수퍼정기예금 특약,적금,주택청약종합저축,제 10조,분할인출,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 10조 조항이름: 분할인출 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 10조 조항이름: 분할인출 이 예금은 1개월이상 경과된 고정금리형에 한하여 신규 및 추가입금 계좌별로 3회(해지 포함)까지 총 15회 범위내에서 분할인출할 수 있습니다.,DOC_0004
CHUNK_00033,DOC_00004,국민은행,국민수퍼정기예금 특약,적금,주택청약종합저축,제 11조,관련대출,은행명: 국민은행 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 11조 조항이름: 관련대출 은행명: KBbank 상품종류: 적금 상품이름: 주택청약종합저축 조항: 제 11조 조항이름: 관련대출 이 예금 가입자는 은행이 정하는 방법 및 절차에 따라 대출을 받을 수 있습니다.,DOC_0004
CHUNK_00034,DOC_00005,국민은행,ONE KB 사업자통장특약,예금,ONEKB사업자통장,제 1조,적용범위,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 1조 조항이름: 적용범위 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 1조 조항이름: 적용범위 ONE KB 사업자통장(이하 이 통장이라 합니다) 거래는 이 특약을 적용하고, 이 특약에서 정하지 않은 사항은 예금거래기본약관및 입출금이자유로운예금약관을 적용합니다.",DOC_0005
CHUNK_00035,DOC_00005,국민은행,ONE KB 사업자통장특약,예금,ONEKB사업자통장,제 2조,가입대상,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 2조 조항이름: 가입대상 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 2조 조항이름: 가입대상 이 통장의 가입대상은 개인사업자, 법인 및 임의단체(고유번호 부여자, 납세번호 부여자)로 합니다.",DOC_0005
CHUNK_00036,DOC_00005,국민은행,ONE KB 사업자통장특약,예금,ONEKB사업자통장,제 3조,예금과목,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 3조 조항이름: 예금과목 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 3조 조항이름: 예금과목 이 통장의 예금과목은 보통예금, 기업자유예금(MMDA를 포함)으로 합니다.",DOC_0005
CHUNK_00037,DOC_00005,국민은행,ONE KB 사업자통장특약,예금,ONEKB사업자통장,제 4조,적용이율,은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 4조 조항이름: 적용이율 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 4조 조항이름: 적용이율 이 통장의 이율은 결산일 현재 KB국민은행 영업점 및 홈페이지에 고시한 제3조 해당 예금의 기간별 금액별 이율을 적용합니다.,DOC_0005
CHUNK_00038,DOC_00005,국민은행,ONE KB 사업자통장특약,예금,ONEKB사업자통장,제 5조,수수료 면제,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 5조 조항이름: 수수료 면제 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 5조 조항이름: 수수료 면제 이 통장의 가입자가 아래의 주거래사업자 및 가맹점주, 온라인마켓 셀러, 크리에이터에 해당되는 경우 다양한 수수료 면제 혜택을 제공합니다. ① 수수료 면제 조건 : 이 통장으로 전월(1일말일) 중 아래 실적 중 1가지 이상에 해당되는 경우 ② 수수료 면제 기간 : 이번 달 11일부터 다음 달 10일까지 ③ 면제대상 수수료 및 면제횟수 이 통장의 신규일(또는 전환일)로부터 다음 다음 달 10일까지는 실적 인정 조건에 관계없이 면제",DOC_0005
CHUNK_00039,DOC_00005,국민은행,ONE KB 사업자통장특약,예금,ONEKB사업자통장,제 6조,대출 금리 우대,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 6조 조항이름: 대출 금리 우대 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 6조 조항이름: 대출 금리 우대 이 통장을 보유한 고객 중 다음 각 호에 해당하는 경우 대출금리 우대 혜택을 제공합니다. ① 이 통장을 보유한 고객 중 Star CMS 가입 또는 가맹점대금 결제계좌가 KB국민은행 계좌인 고객에 한하여, ONE KB 기업 우대대출을 약정하는 경우 ② 이 통장을 보유한 고객이 KB 투게더론을 약정하는 경우",DOC_0005
CHUNK_00040,DOC_00005,국민은행,ONE KB 사업자통장특약,예금,ONEKB사업자통장,제 7조,제한사항,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 7조 조항이름: 제한사항 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 7조 조항이름: 제한사항 이 통장은 질권설정이 불가능하며, 계좌에 압류, 가압류 등이 등록될 경우 원금 및 이자 지급이 제한될 수 있습니다.",DOC_0005
CHUNK_00041,DOC_00006,국민은행,입출금이자유로운예금약관,예금,ONEKB사업자통장,제 1조,적용범위,은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 1조 조항이름: 적용범위 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 1조 조항이름: 적용범위 ①입출금이자유로운예금(이하 이 예금 이라 합니다)이란 예치기간을 정하지 아니하고 자유로이 입출금하는 예금을 말합니다. ②이 약관에서 정하지 아니한 사항은 예금거래기본약관의 규정을 적용합니다.,DOC_0006
CHUNK_00042,DOC_00006,국민은행,입출금이자유로운예금약관,예금,ONEKB사업자통장,제 2조,이자,"은행명: 국민은행 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 2조 조항이름: 이자 은행명: KBbank 상품종류: 예금 상품이름: ONEKB사업자통장 조항: 제 2조 조항이름: 이자 ①이 약관의 적용을 받는 예금 중 다음 예금의 이자는 해당 기준일에 셈하여 기준일에 이은 첫 영업일(이하 원가일 이라 합니다)에 원금에 더합니다. 다만, 당좌예금은 이자를 붙이지 않으며, 은행에서 따로 정하는 예금 중 일정한 기준에 해당되는 경우에는 이자를 지급하지 않을 수 있습니다. ②제1항의 예금이자는 최초 예금일(또는 지난 원가일)부터 원가일 전날까지를 이자 계산기간으로 하고, 매일 최종잔액을 평균하여 영업점에 게시한 이율로 셈합니다. 다만, 기업자유예금의 이자는 예금액마다 예금일부터 원가일 전날 까지를 이자계산 기간으로 하여 셈한 다음 이미 지급한 이자액을 뺍니다. ③예금의 이자는 제①항에 따른 이자지급을 제외한 최종거래일로부터 5년까지는 제①항 및 제②항에 서 정한 방식으로 지급하고, 5년이 경과한 날부터는 이자를 원금에 더하지 않고, 계좌해지 또는 추가 입출금 거래 발생일에 일괄 계산하여 지급할 수 있습니다.",DOC_0006
